0	1_x	1_y	2	3	4	5	6
CID100001054	pyridoxine	C0019880	NLP_indication	Homocystinuria	PT	C0019880	Homocystinuria
CID100001054	pyridoxine	C0020500	NLP_indication	Hyperoxaluria	LLT	C0020500	Hyperoxaluria
CID100001054	pyridoxine	C0020500	NLP_indication	Hyperoxaluria	PT	C0020500	Hyperoxaluria
CID100001054	pyridoxine	C0025521	text_mention	Inborn Errors of Metabolism	LLT	C0025521	Inborn error of metabolism
CID100001054	pyridoxine	C0025521	text_mention	Inborn Errors of Metabolism	PT	C0025521	Inborn error of metabolism
CID100001054	pyridoxine	C0027497	text_mention	Nausea	LLT	C0027497	Nausea
CID100001054	pyridoxine	C0027497	text_mention	Nausea	PT	C0027497	Nausea
CID100001054	pyridoxine	C0027813	text_mention	Neuritis	LLT	C0027813	Neuritis
CID100001054	pyridoxine	C0027813	text_mention	Neuritis	PT	C0027813	Neuritis
CID100001054	pyridoxine	C0027813	text_mention	Neuritis	PT	C0031117	Neuropathy peripheral
CID100001054	pyridoxine	C0036572	text_mention	Seizures	LLT	C0036572	Convulsion
CID100001054	pyridoxine	C0036572	text_mention	Seizures	PT	C0036572	Convulsion
CID100001054	pyridoxine	C0042963	text_mention	Vomiting	LLT	C0042963	Vomiting
CID100001054	pyridoxine	C0042963	text_mention	Vomiting	PT	C0042963	Vomiting
CID100001054	pyridoxine	C0221264	text_mention	Cheilosis	LLT	C0221264	Cheilosis
CID100001054	pyridoxine	C0221264	text_mention	Cheilosis	PT	C0221264	Cheilosis
CID100001054	pyridoxine	C0235031	text_mention	Neurologic Symptoms	LLT	C0235031	Neurological symptom
CID100001054	pyridoxine	C0235031	text_mention	Neurologic Symptoms	PT	C0235031	Neurological symptom
CID100001054	pyridoxine	C0936215	NLP_indication	Vitamin B 6 Deficiency	LLT	C0936215	Vitamin B6 deficiency
CID100001054	pyridoxine	C0936215	NLP_indication	Vitamin B 6 Deficiency	PT	C0936215	Vitamin B6 deficiency
CID100001054	pyridoxine	C1527330	NLP_indication	Pyridoxine Deficiency	LLT	C1527330	Pyridoxine deficiency
CID100001054	pyridoxine	C1527330	NLP_indication	Pyridoxine Deficiency	PT	C0936215	Vitamin B6 deficiency
CID100001065	quinidine	C0004238	NLP_indication	Atrial Fibrillation	LLT	C0004238	Atrial fibrillation
CID100001065	quinidine	C0004238	NLP_indication	Atrial Fibrillation	PT	C0004238	Atrial fibrillation
CID100001065	quinidine	C0004576	text_mention	Babesiosis	LLT	C0004576	Babesiosis
CID100001065	quinidine	C0004576	text_mention	Babesiosis	PT	C0004576	Babesiosis
CID100001065	quinidine	C0016385	NLP_indication	Cardiac Flutter	LLT	C0016385	Cardiac flutter
CID100001065	quinidine	C0016385	NLP_indication	Cardiac Flutter	PT	C0016385	Cardiac flutter
CID100001065	quinidine	C0023218	text_mention	Cramps of lower extremities	LLT	C0023218	Cramps of lower extremities
CID100001065	quinidine	C0023218	text_mention	Cramps of lower extremities	PT	C0037763	Muscle spasms
CID100001065	quinidine	C0024530	NLP_indication	Malaria	LLT	C0024530	Malaria
CID100001065	quinidine	C0024530	NLP_indication	Malaria	PT	C0024530	Malaria
CID100001065	quinidine	C0024535	NLP_indication	Malaria, Falciparum	LLT	C0024535	Falciparum malaria
CID100001065	quinidine	C0024535	NLP_indication	Malaria, Falciparum	PT	C0858318	Plasmodium falciparum infection
CID100001065	quinidine	C0027125	NLP_indication	Myotonia	LLT	C0027125	Myotonia
CID100001065	quinidine	C0027125	NLP_indication	Myotonia	PT	C0027125	Myotonia
CID100001065	quinidine	C0080203	text_mention	Tachyarrhythmia	LLT	C0080203	Tachyarrhythmia
CID100001065	quinidine	C0080203	text_mention	Tachyarrhythmia	PT	C0080203	Tachyarrhythmia
CID100001065	quinidine	C0085612	NLP_indication	Ventricular arrhythmia	LLT	C0085612	Ventricular arrhythmia
CID100001065	quinidine	C0085612	NLP_indication	Ventricular arrhythmia	PT	C0085612	Ventricular arrhythmia
CID100001065	quinidine	C0232201	text_mention	Sinus rhythm	LLT	C0232201	Sinus rhythm
CID100001065	quinidine	C0232201	text_mention	Sinus rhythm	PT	C0232201	Sinus rhythm
CID100001065	quinidine	C0750197	NLP_indication	Sustained ventricular tachycardia	LLT	C0750197	Sustained ventricular tachycardia
CID100001065	quinidine	C0750197	NLP_indication	Sustained ventricular tachycardia	PT	C0042514	Ventricular tachycardia
CID100001065	quinidine	C0858318	NLP_indication	Plasmodium falciparum infection	LLT	C0858318	Plasmodium falciparum infection
CID100001065	quinidine	C0858318	NLP_indication	Plasmodium falciparum infection	PT	C0858318	Plasmodium falciparum infection
CID100001071	retinol	C0001144	NLP_indication	Acne Vulgaris	LLT	C0001144	Acne vulgaris
CID100001071	retinol	C0001144	NLP_indication	Acne Vulgaris	PT	C0702166	Acne
CID100001071	retinol	C0003123	text_mention	Anorexia	LLT	C0003123	Anorexia
CID100001071	retinol	C0003123	text_mention	Anorexia	PT	C0232462	Decreased appetite
CID100001071	retinol	C0024523	text_mention	Malabsorption Syndrome	LLT	C0024523	Malabsorption
CID100001071	retinol	C0024523	text_mention	Malabsorption Syndrome	PT	C0024523	Malabsorption
CID100001071	retinol	C0027497	text_mention	Nausea	LLT	C0027497	Nausea
CID100001071	retinol	C0027497	text_mention	Nausea	PT	C0027497	Nausea
CID100001071	retinol	C0038238	text_mention	Steatorrhea	LLT	C0038238	Steatorrhoea
CID100001071	retinol	C0038238	text_mention	Steatorrhea	PT	C0038238	Steatorrhoea
CID100001071	retinol	C0042842	NLP_indication	Vitamin A Deficiency	LLT	C0042842	Vitamin A deficiency
CID100001071	retinol	C0042842	NLP_indication	Vitamin A Deficiency	PT	C0042842	Vitamin A deficiency
CID100001071	retinol	C0042963	text_mention	Vomiting	LLT	C0042963	Vomiting
CID100001071	retinol	C0042963	text_mention	Vomiting	PT	C0042963	Vomiting
CID100001125	tetrahydrobiopterin	C0031485	NLP_indication	Phenylketonurias	LLT	C0031485	Phenylketonuria
CID100001125	tetrahydrobiopterin	C0031485	NLP_indication	Phenylketonurias	PT	C0031485	Phenylketonuria
CID100001130	thiamine	C0003123	text_mention	Anorexia	LLT	C0003123	Anorexia
CID100001130	thiamine	C0003123	text_mention	Anorexia	PT	C0232462	Decreased appetite
CID100001130	thiamine	C0004134	text_mention	Ataxia	LLT	C0004134	Ataxia
CID100001130	thiamine	C0004134	text_mention	Ataxia	PT	C0004134	Ataxia
CID100001130	thiamine	C0005122	NLP_indication	Beriberi	LLT	C0005122	Beriberi
CID100001130	thiamine	C0005122	NLP_indication	Beriberi	PT	C0039841	Vitamin B1 deficiency
CID100001130	thiamine	C0007222	text_mention	Cardiovascular Diseases	LLT	C0007222	Cardiovascular disorder
CID100001130	thiamine	C0007222	text_mention	Cardiovascular Diseases	PT	C0007222	Cardiovascular disorder
CID100001130	thiamine	C0009421	text_mention	Comatose	LLT	C0009421	Coma
CID100001130	thiamine	C0009421	text_mention	Comatose	PT	C0009421	Coma
CID100001130	thiamine	C0013604	text_mention	Edema	LLT	C0013604	Oedema
CID100001130	thiamine	C0013604	text_mention	Edema	PT	C0013604	Oedema
CID100001130	thiamine	C0015967	text_mention	Fever	LLT	C0015967	Body temperature increased
CID100001130	thiamine	C0015967	text_mention	Fever	PT	C0015967	Body temperature increased
CID100001130	thiamine	C0018801	text_mention	Heart failure	LLT	C0018801	Cardiac failure
CID100001130	thiamine	C0018801	text_mention	Heart failure	PT	C0018801	Cardiac failure
CID100001130	thiamine	C0020550	text_mention	Hyperthyroidism	LLT	C0020550	Hyperthyroidism
CID100001130	thiamine	C0020550	text_mention	Hyperthyroidism	PT	C0020550	Hyperthyroidism
CID100001130	thiamine	C0021831	text_mention	Intestinal Diseases	LLT	C0021831	Unspecified disorder of intestine
CID100001130	thiamine	C0021831	text_mention	Intestinal Diseases	PT	C0017178	Gastrointestinal disorder
CID100001130	thiamine	C0023895	text_mention	Liver diseases	LLT	C0023895	Liver disorder
CID100001130	thiamine	C0023895	text_mention	Liver diseases	PT	C0151763	Hepatocellular injury
CID100001130	thiamine	C0023895	text_mention	Liver diseases	PT	C0023895	Liver disorder
CID100001130	thiamine	C0023895	text_mention	Liver diseases	PT	C0239571	Foetor hepaticus
CID100001130	thiamine	C0024523	text_mention	Malabsorption Syndrome	LLT	C0024523	Malabsorption
CID100001130	thiamine	C0024523	text_mention	Malabsorption Syndrome	PT	C0024523	Malabsorption
CID100001130	thiamine	C0027497	text_mention	Nausea	LLT	C0027497	Nausea
CID100001130	thiamine	C0027497	text_mention	Nausea	PT	C0027497	Nausea
CID100001130	thiamine	C0027813	text_mention	Neuritis	LLT	C0027813	Neuritis
CID100001130	thiamine	C0027813	text_mention	Neuritis	PT	C0027813	Neuritis
CID100001130	thiamine	C0027813	text_mention	Neuritis	PT	C0031117	Neuropathy peripheral
CID100001130	thiamine	C0028738	text_mention	Nystagmus	LLT	C0028738	Nystagmus
CID100001130	thiamine	C0028738	text_mention	Nystagmus	PT	C0028738	Nystagmus
CID100001130	thiamine	C0029089	text_mention	Ophthalmoplegia	LLT	C0029089	Ophthalmoplegia
CID100001130	thiamine	C0029089	text_mention	Ophthalmoplegia	PT	C0029089	Ophthalmoplegia
CID100001130	thiamine	C0029089	text_mention	Ophthalmoplegia	PT	C0028866	IIIrd nerve paralysis
CID100001130	thiamine	C0031117	text_mention	Peripheral Neuropathy	LLT	C0031117	Neuropathy peripheral
CID100001130	thiamine	C0031117	text_mention	Peripheral Neuropathy	PT	C0031117	Neuropathy peripheral
CID100001130	thiamine	C0039841	NLP_indication	Thiamine Deficiency	LLT	C0039841	Vitamin B1 deficiency
CID100001130	thiamine	C0039841	NLP_indication	Thiamine Deficiency	PT	C0039841	Vitamin B1 deficiency
CID100001130	thiamine	C0042963	text_mention	Vomiting	LLT	C0042963	Vomiting
CID100001130	thiamine	C0042963	text_mention	Vomiting	PT	C0042963	Vomiting
CID100001130	thiamine	C0043121	text_mention	Wernicke Encephalopathy	LLT	C0043121	Wernicke's encephalopathy
CID100001130	thiamine	C0043121	text_mention	Wernicke Encephalopathy	PT	C0043121	Wernicke's encephalopathy
CID100001130	thiamine	C0085584	text_mention	Encephalopathies	LLT	C0085584	Encephalopathy
CID100001130	thiamine	C0085584	text_mention	Encephalopathies	PT	C0085584	Encephalopathy
CID100001130	thiamine	C0234985	text_mention	Mental deterioration	LLT	C0234985	Mental deterioration
CID100001130	thiamine	C0234985	text_mention	Mental deterioration	PT	C1306341	Mental disability
CID100001130	thiamine	C0743971	text_mention	Chronic fever	LLT	C0743971	Chronic fever
CID100001130	thiamine	C0743971	text_mention	Chronic fever	PT	C0015967	Body temperature increased
CID100001134	thymidine	C0009450	text_mention	Communicable Diseases	LLT	C0009450	Infection
CID100001134	thymidine	C0009450	text_mention	Communicable Diseases	PT	C0009450	Infection
CID100001134	thymidine	C0016059	text_mention	Fibrosis	LLT	C0016059	Fibrosis
CID100001134	thymidine	C0016059	text_mention	Fibrosis	PT	C0016059	Fibrosis
CID100001134	thymidine	C0019163	text_mention	Hepatitis B	LLT	C0019163	Hepatitis B
CID100001134	thymidine	C0019163	text_mention	Hepatitis B	PT	C0019163	Hepatitis B
CID100001134	thymidine	C0019196	text_mention	Hepatitis C	LLT	C0019196	Hepatitis C
CID100001134	thymidine	C0019196	text_mention	Hepatitis C	PT	C0019196	Hepatitis C
CID100001134	thymidine	C0021368	text_mention	Inflammation	LLT	C0021368	Inflammation
CID100001134	thymidine	C0021368	text_mention	Inflammation	PT	C0021368	Inflammation
CID100001134	thymidine	C0023895	NLP_indication	Liver diseases	LLT	C0023895	Liver disorder
CID100001134	thymidine	C0023895	NLP_indication	Liver diseases	PT	C0151763	Hepatocellular injury
CID100001134	thymidine	C0023895	NLP_indication	Liver diseases	PT	C0023895	Liver disorder
CID100001134	thymidine	C0023895	NLP_indication	Liver diseases	PT	C0239571	Foetor hepaticus
CID100001134	thymidine	C0042769	text_mention	Virus Diseases	LLT	C0042769	Viral infection
CID100001134	thymidine	C0042769	text_mention	Virus Diseases	PT	C0042769	Viral infection
CID100001134	thymidine	C0151905	text_mention	Alanine aminotransferase increased	LLT	C0151905	Alanine aminotransferase increased
CID100001134	thymidine	C0151905	text_mention	Alanine aminotransferase increased	PT	C0151905	Alanine aminotransferase increased
CID100001134	thymidine	C0392390	text_mention	Hepatitis B e antigen positive	LLT	C0392390	Hepatitis B e antigen positive
CID100001134	thymidine	C0392390	text_mention	Hepatitis B e antigen positive	PT	C0392390	Hepatitis B e antigen positive
CID100001134	thymidine	C0524909	NLP_indication	Hepatitis B, Chronic	LLT	C0524909	Chronic hepatitis B
CID100001134	thymidine	C0524909	NLP_indication	Hepatitis B, Chronic	PT	C0524909	Chronic hepatitis B
CID100001206	methamphetamine	C0028754	text_mention	Obesity	LLT	C0028754	Obesity
CID100001206	methamphetamine	C0028754	text_mention	Obesity	PT	C0028754	Obesity
CID100001206	methamphetamine	C0041671	text_mention	Attention Deficit Disorder	LLT	C0041671	Attention deficit disorder
CID100001206	methamphetamine	C0041671	text_mention	Attention Deficit Disorder	PT	C1263846	Attention deficit/hyperactivity disorder
CID100001206	methamphetamine	C0085633	text_mention	Mood swings	LLT	C0085633	Mood swings
CID100001206	methamphetamine	C0085633	text_mention	Mood swings	PT	C0085633	Mood swings
CID100001206	methamphetamine	C0085633	text_mention	Mood swings	PT	C0233472	Affect lability
CID100001206	methamphetamine	C0151611	text_mention	Electroencephalogram abnormal	LLT	C0151611	Electroencephalogram abnormal
CID100001206	methamphetamine	C0151611	text_mention	Electroencephalogram abnormal	PT	C0151611	Electroencephalogram abnormal
CID100001206	methamphetamine	C0233415	text_mention	Distractibility	LLT	C0233415	Distractibility
CID100001206	methamphetamine	C0233415	text_mention	Distractibility	PT	C0233415	Distractibility
CID100001206	methamphetamine	C0424295	text_mention	Hyperactive behavior	LLT	C0424295	Hyperkinesia
CID100001206	methamphetamine	C0424295	text_mention	Hyperactive behavior	PT	C0085631	Agitation
CID100001206	methamphetamine	C0424295	text_mention	Hyperactive behavior	PT	C0424295	Hyperkinesia
CID100001206	methamphetamine	C0751265	text_mention	Learning Disabilities	LLT	C0751265	Learning disability
CID100001206	methamphetamine	C0751265	text_mention	Learning Disabilities	PT	C0751265	Learning disability
CID100001301	naproxen	C0003864	NLP_precondition	Arthritis	LLT	C0003864	Arthritis
CID100001301	naproxen	C0003864	NLP_precondition	Arthritis	PT	C0003864	Arthritis
CID100001301	naproxen	C0003868	text_mention	Arthritis, Gouty	LLT	C0003868	Gouty arthritis
CID100001301	naproxen	C0003868	text_mention	Arthritis, Gouty	PT	C0003868	Gouty arthritis
CID100001301	naproxen	C0003868	text_mention	Arthritis, Gouty	PT	C0018099	Gout
CID100001301	naproxen	C0003873	NLP_indication	Rheumatoid Arthritis	LLT	C0003873	Rheumatoid arthritis
CID100001301	naproxen	C0003873	NLP_indication	Rheumatoid Arthritis	PT	C0003873	Rheumatoid arthritis
CID100001301	naproxen	C0003873	NLP_indication	Rheumatoid Arthritis	PT	C0003864	Arthritis
CID100001301	naproxen	C0004604	text_mention	Back Pain	LLT	C0004604	Back pain
CID100001301	naproxen	C0004604	text_mention	Back Pain	PT	C0004604	Back pain
CID100001301	naproxen	C0006444	NLP_indication	Bursitis	LLT	C0006444	Bursitis
CID100001301	naproxen	C0006444	NLP_indication	Bursitis	PT	C0006444	Bursitis
CID100001301	naproxen	C0009443	text_mention	Common Cold	LLT	C0009443	Common cold
CID100001301	naproxen	C0009443	text_mention	Common Cold	PT	C0027441	Nasopharyngitis
CID100001301	naproxen	C0009443	text_mention	Common Cold	PT	C0035455	Rhinitis
CID100001301	naproxen	C0013390	NLP_precondition	Dysmenorrhea	LLT	C0013390	Dysmenorrhoea
CID100001301	naproxen	C0013390	NLP_precondition	Dysmenorrhea	PT	C0013390	Dysmenorrhoea
CID100001301	naproxen	C0015967	text_mention	Fever	LLT	C0015967	Body temperature increased
CID100001301	naproxen	C0015967	text_mention	Fever	PT	C0015967	Body temperature increased
CID100001301	naproxen	C0016053	text_mention	Fibromyalgia	LLT	C0016053	Fibromyalgia
CID100001301	naproxen	C0016053	text_mention	Fibromyalgia	PT	C0016053	Fibromyalgia
CID100001301	naproxen	C0017181	text_mention	Gastrointestinal Hemorrhage	LLT	C0017181	Gastrointestinal haemorrhage
CID100001301	naproxen	C0017181	text_mention	Gastrointestinal Hemorrhage	PT	C0017181	Gastrointestinal haemorrhage
CID100001301	naproxen	C0018099	NLP_indication	Gout	LLT	C0018099	Gout
CID100001301	naproxen	C0018099	NLP_indication	Gout	PT	C0018099	Gout
CID100001301	naproxen	C0018681	text_mention	Headache	LLT	C0018681	Headache
CID100001301	naproxen	C0018681	text_mention	Headache	PT	C0018681	Headache
CID100001301	naproxen	C0021368	text_mention	Inflammation	LLT	C0021368	Inflammation
CID100001301	naproxen	C0021368	text_mention	Inflammation	PT	C0021368	Inflammation
CID100001301	naproxen	C0022658	NLP_precondition	Kidney Diseases	LLT	C0022658	Nephropathy
CID100001301	naproxen	C0022658	NLP_precondition	Kidney Diseases	PT	C0022658	Nephropathy
CID100001301	naproxen	C0026821	text_mention	Muscle Cramp	LLT	C0026821	Cramp muscle
CID100001301	naproxen	C0026821	text_mention	Muscle Cramp	PT	C0037763	Muscle spasms
CID100001301	naproxen	C0026857	text_mention	Musculoskeletal Diseases	LLT	C0026857	Musculoskeletal disorder
CID100001301	naproxen	C0026857	text_mention	Musculoskeletal Diseases	PT	C0026857	Musculoskeletal disorder
CID100001301	naproxen	C0029408	NLP_indication	Degenerative polyarthritis	LLT	C0029408	Osteoarthritis
CID100001301	naproxen	C0029408	NLP_indication	Degenerative polyarthritis	PT	C0029408	Osteoarthritis
CID100001301	naproxen	C0030193	NLP_indication	Pain	LLT	C0030193	Pain
CID100001301	naproxen	C0030193	NLP_indication	Pain	PT	C0030193	Pain
CID100001301	naproxen	C0030201	text_mention	Pain, Postoperative	LLT	C0030201	Postoperative pain
CID100001301	naproxen	C0030201	text_mention	Pain, Postoperative	PT	C1619712	Procedural pain
CID100001301	naproxen	C0035435	text_mention	Rheumatism	LLT	C0035435	Rheumatism
CID100001301	naproxen	C0035435	text_mention	Rheumatism	PT	C3495832	Rheumatic disorder
CID100001301	naproxen	C0038013	NLP_indication	Ankylosing spondylitis	LLT	C0038013	Ankylosing spondylitis
CID100001301	naproxen	C0038013	NLP_indication	Ankylosing spondylitis	PT	C0038013	Ankylosing spondylitis
CID100001301	naproxen	C0038045	text_mention	Sprain	LLT	C0038045	Sprain
CID100001301	naproxen	C0038045	text_mention	Sprain	PT	C0435002	Ligament sprain
CID100001301	naproxen	C0039503	NLP_indication	Tendinitis	LLT	C0039503	Tendonitis
CID100001301	naproxen	C0039503	NLP_indication	Tendinitis	PT	C0039503	Tendonitis
CID100001301	naproxen	C0040460	text_mention	Toothache	LLT	C0040460	Toothache
CID100001301	naproxen	C0040460	text_mention	Toothache	PT	C0040460	Toothache
CID100001301	naproxen	C0041582	NLP_precondition	Ulcer	LLT	C0041582	Ulcer
CID100001301	naproxen	C0041582	NLP_precondition	Ulcer	PT	C0041582	Ulcer
CID100001301	naproxen	C0042384	NLP_precondition	Vasculitis	LLT	C0042384	Vasculitis
CID100001301	naproxen	C0042384	NLP_precondition	Vasculitis	PT	C0042384	Vasculitis
CID100001301	naproxen	C0043251	text_mention	Wounds and Injuries	LLT	C0043251	Trauma
CID100001301	naproxen	C0043251	text_mention	Wounds and Injuries	PT	C3263723	Injury
CID100001301	naproxen	C0149875	NLP_indication	Primary dysmenorrhea	LLT	C0149875	Primary dysmenorrhea
CID100001301	naproxen	C0149875	NLP_indication	Primary dysmenorrhea	PT	C0013390	Dysmenorrhoea
CID100001301	naproxen	C0149931	text_mention	Migraine Disorders	LLT	C0149931	Migraine
CID100001301	naproxen	C0149931	text_mention	Migraine Disorders	PT	C0149931	Migraine
CID100001301	naproxen	C0150055	NLP_indication	Chronic pain	LLT	C0150055	Chronic pain
CID100001301	naproxen	C0150055	NLP_indication	Chronic pain	PT	C0030193	Pain
CID100001301	naproxen	C0152031	text_mention	Joint swelling	LLT	C0152031	Joint swelling
CID100001301	naproxen	C0152031	text_mention	Joint swelling	PT	C0152031	Joint swelling
CID100001301	naproxen	C0234238	NLP_indication	Ache	LLT	C0234238	Ache
CID100001301	naproxen	C0234238	NLP_indication	Ache	PT	C0030193	Pain
CID100001301	naproxen	C0235309	NLP_precondition	Upset stomach	LLT	C0235309	Upset stomach
CID100001301	naproxen	C0235309	NLP_precondition	Upset stomach	PT	C0232487	Abdominal discomfort
CID100001301	naproxen	C0235707	text_mention	Lumbo-sacral pain	LLT	C0235707	Lumbo-sacral pain
CID100001301	naproxen	C0235707	text_mention	Lumbo-sacral pain	PT	C0004604	Back pain
CID100001301	naproxen	C0263854	text_mention	Osteoarthritis of cervical spine	LLT	C0263854	Osteoarthritis of cervical spine
CID100001301	naproxen	C0263854	text_mention	Osteoarthritis of cervical spine	PT	C0038012	Spondylitis
CID100001301	naproxen	C0263854	text_mention	Osteoarthritis of cervical spine	PT	C0949690	Spinal osteoarthritis
CID100001301	naproxen	C0410022	text_mention	Supraspinatus tendonitis	LLT	C0410022	Supraspinatus tendonitis
CID100001301	naproxen	C0410022	text_mention	Supraspinatus tendonitis	PT	C0263912	Rotator cuff syndrome
CID100001301	naproxen	C0427008	text_mention	Stiffness	LLT	C0427008	Stiffness
CID100001301	naproxen	C0427008	text_mention	Stiffness	PT	C0948525	Musculoskeletal stiffness
CID100001301	naproxen	C0546953	text_mention	Subacromial bursitis	LLT	C0546953	Subacromial bursitis
CID100001301	naproxen	C0546953	text_mention	Subacromial bursitis	PT	C0006444	Bursitis
CID100001301	naproxen	C0567085	text_mention	Pain of uterus	LLT	C0567085	Uterine pain
CID100001301	naproxen	C0567085	text_mention	Pain of uterus	PT	C0567085	Uterine pain
CID100001301	naproxen	C1740836	text_mention	Acute migraine	LLT	C1740836	Acute migraine
CID100001301	naproxen	C1740836	text_mention	Acute migraine	PT	C0149931	Migraine
CID100001301	naproxen	C2062908	NLP_indication	Gout acute	LLT	C2062908	Gout acute
CID100001301	naproxen	C2062908	NLP_indication	Gout acute	PT	C0018099	Gout
CID100001301	naproxen	C3263723	text_mention	Traumatic injury	LLT	C3263723	Injury
CID100001301	naproxen	C3263723	text_mention	Traumatic injury	PT	C3263723	Injury
CID100001301	naproxen	C3495559	NLP_indication	Juvenile arthritis	LLT	C3495559	Juvenile idiopathic arthritis
CID100001301	naproxen	C3495559	NLP_indication	Juvenile arthritis	PT	C3495559	Juvenile idiopathic arthritis
CID100001546	cladribine	C0006826	NLP_precondition	Malignant Neoplasms	LLT	C0006826	Neoplasm malignant
CID100001546	cladribine	C0006826	NLP_precondition	Malignant Neoplasms	PT	C0006826	Neoplasm malignant
CID100001546	cladribine	C0015967	NLP_precondition	Fever	LLT	C0015967	Body temperature increased
CID100001546	cladribine	C0015967	NLP_precondition	Fever	PT	C0015967	Body temperature increased
CID100001546	cladribine	C0023418	text_mention	leukemia	LLT	C0023418	Leukaemia
CID100001546	cladribine	C0023418	text_mention	leukemia	PT	C0023418	Leukaemia
CID100001546	cladribine	C0023443	NLP_indication	Hairy Cell Leukemia	LLT	C0023443	Hairy cell leukaemia
CID100001546	cladribine	C0023443	NLP_indication	Hairy Cell Leukemia	PT	C0023443	Hairy cell leukaemia
CID100001546	cladribine	C0024299	text_mention	Lymphoma	LLT	C0024299	Lymphoma
CID100001546	cladribine	C0024299	text_mention	Lymphoma	PT	C0024305	Non-Hodgkin's lymphoma
CID100001546	cladribine	C0024299	text_mention	Lymphoma	PT	C0024299	Lymphoma
CID100001546	cladribine	C0027497	NLP_precondition	Nausea	LLT	C0027497	Nausea
CID100001546	cladribine	C0027497	NLP_precondition	Nausea	PT	C0027497	Nausea
CID100001546	cladribine	C1868683	NLP_indication	B-CELL MALIGNANCY, LOW-GRADE	LLT	C1868683	B-cell chronic lymphocytic leukemia
CID100001546	cladribine	C1868683	NLP_indication	B-CELL MALIGNANCY, LOW-GRADE	PT	C0023434	Chronic lymphocytic leukaemia
CID100001690	doxorubicin	C0001175	NLP_indication	Acquired Immunodeficiency Syndrome	LLT	C0001175	Acquired immunodeficiency syndrome
CID100001690	doxorubicin	C0001175	NLP_indication	Acquired Immunodeficiency Syndrome	PT	C0001175	Acquired immunodeficiency syndrome
CID100001690	doxorubicin	C0001175	NLP_indication	Acquired Immunodeficiency Syndrome	PT	C0004364	Autoimmune disorder
CID100001690	doxorubicin	C0005684	NLP_indication	Malignant neoplasm of urinary bladder	LLT	C0005684	Bladder cancer
CID100001690	doxorubicin	C0005684	NLP_indication	Malignant neoplasm of urinary bladder	PT	C0005684	Bladder cancer
CID100001690	doxorubicin	C0005695	NLP_indication	Bladder Neoplasm	LLT	C0005695	Bladder neoplasm
CID100001690	doxorubicin	C0005695	NLP_indication	Bladder Neoplasm	PT	C0005695	Bladder neoplasm
CID100001690	doxorubicin	C0006118	text_mention	Brain Neoplasms	LLT	C0006118	Brain neoplasm
CID100001690	doxorubicin	C0006118	text_mention	Brain Neoplasms	PT	C0006118	Brain neoplasm
CID100001690	doxorubicin	C0006142	NLP_indication	Malignant neoplasm of breast	LLT	C0006142	Breast cancer
CID100001690	doxorubicin	C0006142	NLP_indication	Malignant neoplasm of breast	PT	C0006142	Breast cancer
CID100001690	doxorubicin	C0006826	NLP_indication	Malignant Neoplasms	LLT	C0006826	Neoplasm malignant
CID100001690	doxorubicin	C0006826	NLP_indication	Malignant Neoplasms	PT	C0006826	Neoplasm malignant
CID100001690	doxorubicin	C0007097	text_mention	Carcinoma	LLT	C0007097	Carcinoma
CID100001690	doxorubicin	C0007097	text_mention	Carcinoma	PT	C0006826	Neoplasm malignant
CID100001690	doxorubicin	C0007121	text_mention	Bronchogenic Carcinoma	LLT	C0007121	Bronchial carcinoma
CID100001690	doxorubicin	C0007121	text_mention	Bronchogenic Carcinoma	PT	C0007121	Bronchial carcinoma
CID100001690	doxorubicin	C0007131	text_mention	Non-Small Cell Lung Carcinoma	LLT	C0007131	Non-small cell lung cancer
CID100001690	doxorubicin	C0007131	text_mention	Non-Small Cell Lung Carcinoma	PT	C0007131	Non-small cell lung cancer
CID100001690	doxorubicin	C0007137	NLP_indication	Squamous cell carcinoma	LLT	C0007137	Squamous cell carcinoma
CID100001690	doxorubicin	C0007137	NLP_indication	Squamous cell carcinoma	PT	C0007137	Squamous cell carcinoma
CID100001690	doxorubicin	C0018799	text_mention	Heart Diseases	LLT	C0018799	Cardiac disorder
CID100001690	doxorubicin	C0018799	text_mention	Heart Diseases	PT	C0018799	Cardiac disorder
CID100001690	doxorubicin	C0019829	text_mention	Hodgkin Disease	LLT	C0019829	Hodgkin's disease
CID100001690	doxorubicin	C0019829	text_mention	Hodgkin Disease	PT	C0152267	Hodgkin's disease lymphocyte depletion type stage unspecified
CID100001690	doxorubicin	C0019829	text_mention	Hodgkin Disease	PT	C0019829	Hodgkin's disease
CID100001690	doxorubicin	C0019829	text_mention	Hodgkin Disease	PT	C1266194	Hodgkin's disease lymphocyte predominance type stage unspecified
CID100001690	doxorubicin	C0020517	text_mention	Hypersensitivity	LLT	C0020517	Hypersensitivity
CID100001690	doxorubicin	C0020517	text_mention	Hypersensitivity	PT	C0020517	Hypersensitivity
CID100001690	doxorubicin	C0021051	NLP_precondition	Immunologic Deficiency Syndromes	LLT	C0021051	Immunodeficiency
CID100001690	doxorubicin	C0021051	NLP_precondition	Immunologic Deficiency Syndromes	PT	C0021051	Immunodeficiency
CID100001690	doxorubicin	C0023418	text_mention	leukemia	LLT	C0023418	Leukaemia
CID100001690	doxorubicin	C0023418	text_mention	leukemia	PT	C0023418	Leukaemia
