0	1
CEFOTAXIME	Solute carrier family 15 member 1
CEFOTAXIME	Solute carrier family 15 member 2
CEFOTAXIME	Solute carrier family 22 member 6
CEFOTAXIME	Solute carrier family 22 member 8
CEFOTAXIME	Solute carrier family 22 member 11
CEFOTAXIME	Solute carrier family 22 member 7
ZIDOVUDINE	Solute carrier family 22 member 2
ZIDOVUDINE	Solute carrier family 22 member 6
ZIDOVUDINE	Solute carrier family 22 member 7
ZIDOVUDINE	Solute carrier family 22 member 8
ZIDOVUDINE	Solute carrier family 22 member 11
ZIDOVUDINE	Sodium/nucleoside cotransporter 1
ZIDOVUDINE	Equilibrative nucleoside transporter 2
ZIDOVUDINE	P-glycoprotein 1
ZIDOVUDINE	Multidrug resistance-associated protein 4
ZIDOVUDINE	Multidrug resistance-associated protein 5
ZIDOVUDINE	ATP-binding cassette sub-family G member 2
FLUTAMIDE	Multidrug resistance-associated protein 1
TOLMETIN	Solute carrier family 22 member 6
CIMETIDINE	P-glycoprotein 1
CIMETIDINE	Solute carrier family 22 member 2
CIMETIDINE	Solute carrier family 22 member 1
CIMETIDINE	Solute carrier family 22 member 3
CIMETIDINE	Solute carrier family 22 member 5
CIMETIDINE	Solute carrier family 22 member 6
CIMETIDINE	Solute carrier family 22 member 8
CIMETIDINE	Multidrug and toxin extrusion protein 1
CIMETIDINE	Solute carrier family 22 member 4
CIMETIDINE	Solute carrier family 22 member 11
CIMETIDINE	Solute carrier family 22 member 7
CIMETIDINE	Bile salt export pump
CIMETIDINE	Multidrug and toxin extrusion protein 2
HALOPERIDOL	P-glycoprotein 1
RITONAVIR	P-glycoprotein 1
RITONAVIR	Multidrug resistance-associated protein 1
RITONAVIR	Solute carrier organic anion transporter family member 1A2
RITONAVIR	Canalicular multispecific organic anion transporter 1
RITONAVIR	ATP-binding cassette sub-family G member 2
RITONAVIR	Solute carrier organic anion transporter family member 1B1
RITONAVIR	Solute carrier organic anion transporter family member 2B1
RITONAVIR	Bile salt export pump
RITONAVIR	Solute carrier organic anion transporter family member 1B3
TRIFLUPROMAZINE	P-glycoprotein 1
DEXTROTHYROXINE	Solute carrier organic anion transporter family member 1B1
DEXTROTHYROXINE	Solute carrier organic anion transporter family member 1C1
DEXTROTHYROXINE	Solute carrier organic anion transporter family member 4A1
DEXTROTHYROXINE	Solute carrier organic anion transporter family member 4C1
DEXTROTHYROXINE	Large neutral amino acids transporter small subunit 1
CISPLATIN	Canalicular multispecific organic anion transporter 2
CISPLATIN	Multidrug resistance-associated protein 5
CISPLATIN	Canalicular multispecific organic anion transporter 1
CISPLATIN	Solute carrier family 22 member 2
CISPLATIN	High affinity copper uptake protein 1
CISPLATIN	Probable low affinity copper uptake protein 2
CISPLATIN	Multidrug resistance-associated protein 6
CISPLATIN	Copper-transporting ATPase 2
CISPLATIN	Copper-transporting ATPase 1
CISPLATIN	ATP-binding cassette sub-family G member 2
ALBENDAZOLE	P-glycoprotein 1
TRANDOLAPRIL	Solute carrier family 15 member 1
TRANDOLAPRIL	Solute carrier family 15 member 2
CASPOFUNGIN	Solute carrier family 22 member 1
CASPOFUNGIN	P-glycoprotein 1
CASPOFUNGIN	Solute carrier family 22 member 6
CASPOFUNGIN	Solute carrier organic anion transporter family member 1B1
CASPOFUNGIN	Solute carrier organic anion transporter family member 1B3
ALITRETINOIN	P-glycoprotein 1
OXALIPLATIN	Solute carrier family 22 member 2
OXALIPLATIN	High affinity copper uptake protein 1
OXALIPLATIN	Solute carrier family 22 member 3
OXALIPLATIN	ATP-binding cassette sub-family G member 2
OXALIPLATIN	Canalicular multispecific organic anion transporter 1
OXALIPLATIN	Copper-transporting ATPase 2
OXALIPLATIN	Copper-transporting ATPase 1
FOSCARNET	Solute carrier family 22 member 6
FOSCARNET	Monocarboxylate transporter 1
ERLOTINIB	ATP-binding cassette sub-family G member 2
ERLOTINIB	P-glycoprotein 1
ERLOTINIB	Solute carrier organic anion transporter family member 2B1
ROFECOXIB	Multidrug resistance-associated protein 4
CEFDINIR	Solute carrier family 22 member 5
CEFDINIR	Solute carrier family 15 member 1
CEFDINIR	Solute carrier family 15 member 2
CEFDINIR	Solute carrier family 22 member 6
CEFDINIR	Solute carrier family 22 member 8
GUANIDINE	Solute carrier family 22 member 2
GUANIDINE	Solute carrier family 22 member 1
GUANIDINE	Solute carrier family 22 member 3
GUANIDINE	Solute carrier family 22 member 5
GUANIDINE	Solute carrier family 22 member 8
GUANIDINE	Solute carrier family 22 member 4
GUANIDINE	Multidrug and toxin extrusion protein 1
GUANIDINE	Multidrug and toxin extrusion protein 2
CIPROFLOXACIN	P-glycoprotein 1
CIPROFLOXACIN	Multidrug and toxin extrusion protein 1
CIPROFLOXACIN	Multidrug and toxin extrusion protein 2
TOREMIFENE	P-glycoprotein 1
NORTRIPTYLINE	Sodium-dependent noradrenaline transporter
NORTRIPTYLINE	P-glycoprotein 1
VINCRISTINE	P-glycoprotein 1
VINCRISTINE	Canalicular multispecific organic anion transporter 2
VINCRISTINE	Solute carrier family 22 member 3
VINCRISTINE	Multidrug resistance-associated protein 1
VINCRISTINE	Multidrug resistance-associated protein 7
VINCRISTINE	Canalicular multispecific organic anion transporter 1
VINCRISTINE	Bile salt export pump
VINCRISTINE	ATP-binding cassette sub-family G member 2
VINCRISTINE	RalA-binding protein 1
VINCRISTINE	Solute carrier organic anion transporter family member 1B1
VINCRISTINE	Solute carrier organic anion transporter family member 1B3
BENAZEPRIL	Solute carrier family 15 member 1
BENAZEPRIL	Solute carrier family 15 member 2
FLUOROURACIL	Solute carrier family 22 member 7
FLUOROURACIL	Equilibrative nucleoside transporter 1
FLUOROURACIL	ATP-binding cassette sub-family G member 2
FLUOROURACIL	Canalicular multispecific organic anion transporter 2
FLUOROURACIL	Multidrug resistance-associated protein 4
FLUOROURACIL	Multidrug resistance-associated protein 5
ZAFIRLUKAST	ATP-binding cassette sub-family G member 2
ZAFIRLUKAST	Sodium/bile acid cotransporter
PIROXICAM	Solute carrier family 22 member 6
PIROXICAM	Solute carrier family 22 member 8
PIROXICAM	Solute carrier family 22 member 11
PIROXICAM	Solute carrier organic anion transporter family member 2B1
LAMOTRIGINE	P-glycoprotein 1
LAMOTRIGINE	Solute carrier family 22 member 2
LAMOTRIGINE	Solute carrier family 22 member 1
HYDROXYZINE	P-glycoprotein 1
BOSENTAN	Bile salt export pump
METHOTREXATE	Canalicular multispecific organic anion transporter 2
METHOTREXATE	Multidrug resistance-associated protein 4
METHOTREXATE	Multidrug resistance-associated protein 1
METHOTREXATE	Solute carrier family 22 member 6
METHOTREXATE	Multidrug resistance-associated protein 7
METHOTREXATE	Solute carrier family 22 member 8
METHOTREXATE	Canalicular multispecific organic anion transporter 1
METHOTREXATE	P-glycoprotein 1
METHOTREXATE	Solute carrier organic anion transporter family member 1A2
METHOTREXATE	Monocarboxylate transporter 1
METHOTREXATE	ATP-binding cassette sub-family C member 11
METHOTREXATE	Solute carrier organic anion transporter family member 1B3
METHOTREXATE	Solute carrier family 22 member 11
METHOTREXATE	Solute carrier organic anion transporter family member 1C1
METHOTREXATE	Solute carrier organic anion transporter family member 3A1
METHOTREXATE	ATP-binding cassette sub-family G member 2
METHOTREXATE	Solute carrier family 22 member 7
METHOTREXATE	Proton-coupled folate transporter
METHOTREXATE	Solute carrier organic anion transporter family member 1B1
METHOTREXATE	Solute carrier organic anion transporter family member 4C1
METHOTREXATE	Folate transporter 1
METHOTREXATE	Folate receptor alpha
METHOTREXATE	Folate receptor beta
METHOTREXATE	Solute carrier family 15 member 1
METHOTREXATE	Proton-coupled amino acid transporter 1
CARBAMAZEPINE	P-glycoprotein 1
CARBAMAZEPINE	RalA-binding protein 1
CARBAMAZEPINE	Canalicular multispecific organic anion transporter 1
CEPHALEXIN	Solute carrier family 22 member 5
CEPHALEXIN	Solute carrier family 15 member 1
CEPHALEXIN	Solute carrier family 15 member 2
CEPHALEXIN	Solute carrier family 22 member 6
CEPHALEXIN	Multidrug and toxin extrusion protein 1
CEPHALEXIN	Solute carrier family 22 member 8
VINBLASTINE	P-glycoprotein 1
VINBLASTINE	Multidrug resistance-associated protein 1
VINBLASTINE	Canalicular multispecific organic anion transporter 1
VINBLASTINE	Multidrug resistance-associated protein 6
VINBLASTINE	Bile salt export pump
VINBLASTINE	Solute carrier organic anion transporter family member 1B1
PROPRANOLOL	Solute carrier family 22 member 2
PROPRANOLOL	P-glycoprotein 1
ATROPINE	Bile salt export pump
CLONIDINE	Solute carrier family 22 member 3
CLONIDINE	Solute carrier family 22 member 5
CLONIDINE	Solute carrier family 22 member 4
VALACICLOVIR	Solute carrier family 15 member 1
VALACICLOVIR	Solute carrier family 15 member 2
VALACICLOVIR	Solute carrier family 22 member 8
VALACICLOVIR	Solute carrier family 22 member 6
VALACICLOVIR	Sodium- and chloride-dependent neutral and basic amino acid transporter B(0+)
VALACICLOVIR	Ileal sodium/bile acid cotransporter
CARBENICILLIN	Solute carrier family 22 member 6
LEVOCARNITINE	Solute carrier family 22 member 4
LEVOCARNITINE	Solute carrier organic anion transporter family member 1B1
LEVOCARNITINE	Solute carrier family 22 member 5
LEVOCARNITINE	Solute carrier family 22 member 16
LEVOCARNITINE	Solute carrier family 22 member 8
ENALAPRIL	P-glycoprotein 1
ENALAPRIL	Solute carrier family 15 member 1
ENALAPRIL	Solute carrier family 22 member 6
ENALAPRIL	Solute carrier family 22 member 8
ENALAPRIL	Solute carrier family 22 member 7
ENALAPRIL	Solute carrier organic anion transporter family member 1A2
NIZATIDINE	P-glycoprotein 1
DICLOFENAC	Solute carrier family 22 member 6
DICLOFENAC	Multidrug resistance-associated protein 4
DICLOFENAC	Multidrug resistance-associated protein 1
DICLOFENAC	Solute carrier family 22 member 8
DICLOFENAC	Solute carrier family 22 member 11
DICLOFENAC	Solute carrier organic anion transporter family member 1C1
DICLOFENAC	Solute carrier organic anion transporter family member 1B1
DICLOFENAC	Bile salt export pump
DICLOFENAC	Sodium channel protein type 4 subunit alpha
DICLOFENAC	Acid-sensing ion channel 1
DICLOFENAC	Potassium voltage-gated channel subfamily KQT member 2
DICLOFENAC	Potassium voltage-gated channel subfamily KQT member 3
DICLOFENAC	P-glycoprotein 1
FLUTICASONE PROPIONATE	P-glycoprotein 1
FLUTICASONE PROPIONATE	Solute carrier organic anion transporter family member 1B1
DOXAZOSIN	P-glycoprotein 1
DOXAZOSIN	Solute carrier family 22 member 1
AMILORIDE	Solute carrier family 22 member 2
AMILORIDE	Solute carrier family 22 member 4
OXYTETRACYCLINE	Solute carrier family 22 member 6
OXYTETRACYCLINE	Solute carrier family 22 member 8
OXYTETRACYCLINE	Solute carrier family 22 member 11
OXYTETRACYCLINE	Solute carrier family 22 member 7
LABETALOL	ATP-binding cassette sub-family B member 5
LINEZOLID	Solute carrier family 22 member 6
LINEZOLID	Solute carrier family 22 member 8
IVERMECTIN	P-glycoprotein 1
IVERMECTIN	Multidrug resistance-associated protein 1
IVERMECTIN	Canalicular multispecific organic anion transporter 1
IVERMECTIN	ATP-binding cassette sub-family G member 2
IVERMECTIN	Solute carrier organic anion transporter family member 1B1
IVERMECTIN	Solute carrier organic anion transporter family member 1B3
MEDROXYPROGESTERONE ACETATE	P-glycoprotein 1
SULINDAC	Solute carrier family 22 member 6
CYCLOTHIAZIDE	Solute carrier family 22 member 6
NAFCILLIN	Solute carrier family 22 member 6
CHLOROQUINE	P-glycoprotein 1
BISOPROLOL	P-glycoprotein 1
AMODIAQUINE	P-glycoprotein 1
RIFABUTIN	P-glycoprotein 1
IMATINIB	Solute carrier family 22 member 1
IMATINIB	P-glycoprotein 1
IMATINIB	Solute carrier family 22 member 2
IMATINIB	ATP-binding cassette sub-family G member 2
IMATINIB	ATP-binding cassette sub-family A member 3
IMATINIB	Bile salt export pump
IMATINIB	Canalicular multispecific organic anion transporter 1
IMATINIB	Multidrug resistance-associated protein 1
IMATINIB	Solute carrier family 22 member 5
IMATINIB	Solute carrier organic anion transporter family member 1B3
IMATINIB	Multidrug resistance-associated protein 4
IMATINIB	Solute carrier organic anion transporter family member 1A2
NICARDIPINE	P-glycoprotein 1
NICARDIPINE	Solute carrier organic anion transporter family member 1B1
NICARDIPINE	Bile salt export pump
FLUPHENAZINE	P-glycoprotein 1
TESTOSTERONE	Solute carrier family 22 member 8
TESTOSTERONE	Solute carrier family 22 member 7
TESTOSTERONE	Sodium/bile acid cotransporter
TESTOSTERONE	ATP-binding cassette sub-family G member 2
TESTOSTERONE	Solute carrier organic anion transporter family member 1B3
EFAVIRENZ	Bile salt export pump
EFAVIRENZ	Solute carrier family 22 member 1
BACITRACIN	Bacitracin transport ATP-binding protein BcrA
BACITRACIN	Bacitracin transport permease protein BCRB
BACITRACIN	Bacitracin transport permease protein BcrC
NIACIN	Solute carrier family 22 member 5
NIACIN	Solute carrier organic anion transporter family member 2B1
NIACIN	Monocarboxylate transporter 1
NIACIN	Sodium-coupled monocarboxylate transporter 1
NIACIN	Monocarboxylate transporter 4
CLOFARABINE	ATP-binding cassette sub-family G member 2
PREDNISONE	P-glycoprotein 1
PREDNISONE	Solute carrier organic anion transporter family member 1A2
ASTEMIZOLE	P-glycoprotein 1
ASTEMIZOLE	Bile salt export pump
ADENOSINE	Equilibrative nucleoside transporter 1
ADENOSINE	Equilibrative nucleoside transporter 2
ADENOSINE	Equilibrative nucleoside transporter 3
ADENOSINE	Equilibrative nucleoside transporter 4
ADENOSINE	Sodium/nucleoside cotransporter 1
ADENOSINE	Sodium/nucleoside cotransporter 2
ADENOSINE	Gap junction alpha-1 protein
ADENOSINE	Solute carrier family 28 member 3
SIMVASTATIN	P-glycoprotein 1
SIMVASTATIN	Solute carrier organic anion transporter family member 1A2
SIMVASTATIN	Solute carrier organic anion transporter family member 1B1
SIMVASTATIN	Canalicular multispecific organic anion transporter 1
SIMVASTATIN	Bile salt export pump
SIMVASTATIN	Solute carrier organic anion transporter family member 2B1
SIMVASTATIN	Solute carrier organic anion transporter family member 1B3
PEMETREXED	Solute carrier family 22 member 8
PEMETREXED	Folate transporter 1
PEMETREXED	Proton-coupled folate transporter
PEMETREXED	ATP-binding cassette sub-family G member 2
PEMETREXED	Multidrug resistance-associated protein 5
PEMETREXED	Solute carrier family 22 member 6
PEMETREXED	Solute carrier family 22 member 11
NYSTATIN	Solute carrier organic anion transporter family member 1B1
NYSTATIN	Solute carrier organic anion transporter family member 1B3
MITOTANE	P-glycoprotein 1
STAVUDINE	Solute carrier family 22 member 6
STAVUDINE	Sodium/nucleoside cotransporter 1
LEUCOVORIN	Solute carrier family 22 member 8
PENTAZOCINE	P-glycoprotein 1
LATANOPROST	Solute carrier organic anion transporter family member 2A1
LATANOPROST	Solute carrier family 22 member 6
LATANOPROST	Solute carrier family 22 member 8
ESTRONE	Solute carrier organic anion transporter family member 2B1
ESTRONE	P-glycoprotein 1
ESTRONE	Solute carrier organic anion transporter family member 1A2
ESTRONE	ATP-binding cassette sub-family G member 2
ESTRONE	Solute carrier organic anion transporter family member 1B1
ESTRONE	Solute carrier family 22 member 8
TRAZODONE	P-glycoprotein 1
ACAMPROSATE	Solute carrier family 22 member 6
VERAPAMIL	P-glycoprotein 1
VERAPAMIL	Solute carrier family 22 member 1
VERAPAMIL	Solute carrier family 22 member 4
VERAPAMIL	Solute carrier family 22 member 5
VERAPAMIL	Canalicular multispecific organic anion transporter 2
VERAPAMIL	Solute carrier organic anion transporter family member 1B1
VERAPAMIL	Solute carrier organic anion transporter family member 1A2
VERAPAMIL	Multidrug resistance-associated protein 1
VERAPAMIL	Multidrug resistance-associated protein 4
VERAPAMIL	Multidrug resistance-associated protein 7
VERAPAMIL	Multidrug and toxin extrusion protein 1
VERAPAMIL	Multidrug and toxin extrusion protein 2
EPINEPHRINE	Solute carrier family 22 member 2
EPINEPHRINE	Solute carrier family 22 member 1
SUMATRIPTAN	Solute carrier organic anion transporter family member 1A2
SUMATRIPTAN	P-glycoprotein 1
SUMATRIPTAN	ATP-binding cassette sub-family G member 2
SUMATRIPTAN	Solute carrier organic anion transporter family member 1B1
CEFIXIME	Solute carrier family 22 member 5
CEFIXIME	Solute carrier family 15 member 1
CEFIXIME	Solute carrier family 15 member 2
CHLORPROPAMIDE	Solute carrier family 15 member 1
CHLORPROPAMIDE	Solute carrier family 15 member 2
CHLORPROPAMIDE	Solute carrier family 22 member 6
GALANTAMINE	P-glycoprotein 1
TAMOXIFEN	P-glycoprotein 1
TAMOXIFEN	ATP-binding cassette sub-family G member 2
TAMOXIFEN	Canalicular multispecific organic anion transporter 1
TAMOXIFEN	Bile salt export pump
TAMOXIFEN	ATP-binding cassette sub-family A member 1
LOSARTAN	P-glycoprotein 1
LOSARTAN	Solute carrier family 22 member 6
LOSARTAN	Solute carrier family 22 member 12
LOSARTAN	Solute carrier family 2, facilitated glucose transporter member 9
LOSARTAN	Bile salt export pump
MIDAZOLAM	P-glycoprotein 1
MIDAZOLAM	Excitatory amino acid transporter 2
MYCOPHENOLATE MOFETIL	Solute carrier organic anion transporter family member 1B1
MYCOPHENOLATE MOFETIL	Solute carrier organic anion transporter family member 1B3
MYCOPHENOLATE MOFETIL	ATP-binding cassette sub-family G member 2
MYCOPHENOLATE MOFETIL	P-glycoprotein 1
MYCOPHENOLATE MOFETIL	Canalicular multispecific organic anion transporter 1
CEPHALOGLYCIN	Solute carrier family 22 member 5
FLURAZEPAM	P-glycoprotein 1
FLURAZEPAM	Solute carrier family 22 member 2
MOEXIPRIL	Solute carrier family 15 member 1
MOEXIPRIL	Solute carrier family 15 member 2
FLUORESCEIN	Solute carrier family 22 member 6
FLUORESCEIN	Bile salt export pump
FLUORESCEIN	Multidrug resistance-associated protein 1
DAUNORUBICIN	P-glycoprotein 1
DAUNORUBICIN	Multidrug resistance-associated protein 1
DAUNORUBICIN	Multidrug resistance-associated protein 7
DAUNORUBICIN	ATP-binding cassette sub-family G member 2
DAUNORUBICIN	Multidrug resistance-associated protein 6
FUROSEMIDE	Solute carrier family 22 member 6
FUROSEMIDE	Solute carrier family 22 member 5
FUROSEMIDE	Solute carrier family 22 member 8
FUROSEMIDE	Canalicular multispecific organic anion transporter 1
FUROSEMIDE	Solute carrier organic anion transporter family member 2A1
FUROSEMIDE	Solute carrier family 22 member 11
ERGOTAMINE	P-glycoprotein 1
NITROFURANTOIN	ATP-binding cassette sub-family G member 2
NITROFURANTOIN	Bile salt export pump
NITROFURANTOIN	P-glycoprotein 1
NITROFURANTOIN	Canalicular multispecific organic anion transporter 1
AMPRENAVIR	P-glycoprotein 1
AMPRENAVIR	Multidrug resistance-associated protein 1
AMPRENAVIR	Solute carrier organic anion transporter family member 1B1
METHAZOLAMIDE	Solute carrier family 22 member 6
LAMIVUDINE	Multidrug resistance-associated protein 1
LAMIVUDINE	Solute carrier family 22 member 6
LAMIVUDINE	ATP-binding cassette sub-family G member 2
LAMIVUDINE	Solute carrier family 22 member 1
LAMIVUDINE	Solute carrier family 22 member 2
LAMIVUDINE	Solute carrier family 22 member 3
LAMIVUDINE	P-glycoprotein 1
LAMIVUDINE	Multidrug resistance-associated protein 4
LAMIVUDINE	Canalicular multispecific organic anion transporter 2
LAMIVUDINE	Canalicular multispecific organic anion transporter 1
FLURBIPROFEN	Multidrug resistance-associated protein 4
FLURBIPROFEN	Solute carrier family 22 member 6
OXACILLIN	Solute carrier family 15 member 1
OXACILLIN	Solute carrier family 15 member 2
APOMORPHINE	Synaptic vesicular amine transporter
PAROXETINE	P-glycoprotein 1
NORETHISTERONE	P-glycoprotein 1
ADEFOVIR DIPIVOXIL	Solute carrier family 22 member 6
ADEFOVIR DIPIVOXIL	Multidrug resistance-associated protein 4
ADEFOVIR DIPIVOXIL	Multidrug resistance-associated protein 5
ADEFOVIR DIPIVOXIL	Solute carrier family 22 member 3
PROCAINE	Sodium-dependent dopamine transporter
PROCAINE	Sodium-dependent noradrenaline transporter
PROCAINE	Sodium-dependent serotonin transporter
LISINOPRIL	Solute carrier family 15 member 1
LISINOPRIL	Solute carrier family 15 member 2
TRIMIPRAMINE	P-glycoprotein 1
ROCURONIUM	Solute carrier family 22 member 1
ROCURONIUM	Solute carrier organic anion transporter family member 1A2
NATEGLINIDE	Multidrug resistance-associated protein 4
NATEGLINIDE	Monocarboxylate transporter 1
NATEGLINIDE	Solute carrier family 15 member 1
NATEGLINIDE	Solute carrier family 15 member 2
NATEGLINIDE	Solute carrier family 22 member 6
RISPERIDONE	P-glycoprotein 1
ESOMEPRAZOLE	P-glycoprotein 1
ESOMEPRAZOLE	Solute carrier family 22 member 8
RILUZOLE	ATP-binding cassette sub-family G member 2
HYDROCORTISONE	P-glycoprotein 1
HYDROCORTISONE	Solute carrier organic anion transporter family member 1A2
HYDROCORTISONE	Solute carrier family 22 member 8
GADOBENIC ACID	Canalicular multispecific organic anion transporter 1
ETODOLAC	Solute carrier family 22 member 6
EPINASTINE	P-glycoprotein 1
TRETINOIN	Cellular retinoic acid-binding protein 1
TRETINOIN	Cellular retinoic acid-binding protein 2
CLOPIDOGREL	P-glycoprotein 1
CLOPIDOGREL	Solute carrier family 22 member 1
CLOPIDOGREL	Solute carrier family 22 member 2
TETRACYCLINE	Solute carrier family 22 member 6
TETRACYCLINE	Solute carrier family 22 member 8
TETRACYCLINE	Solute carrier family 22 member 11
TETRACYCLINE	Solute carrier family 22 member 7
TETRACYCLINE	Solute carrier organic anion transporter family member 2B1
POTASSIUM CHLORIDE	Solute carrier family 12 member 2
POTASSIUM CHLORIDE	Solute carrier family 12 member 1
POTASSIUM CHLORIDE	Solute carrier family 12 member 5
POTASSIUM CHLORIDE	Solute carrier family 12 member 6
POTASSIUM CHLORIDE	Solute carrier family 12 member 7
POTASSIUM CHLORIDE	Solute carrier family 12 member 4
IRINOTECAN	Solute carrier family 22 member 3
IRINOTECAN	Solute carrier organic anion transporter family member 1B1
IRINOTECAN	Multidrug resistance-associated protein 1
IRINOTECAN	ATP-binding cassette sub-family G member 2
IRINOTECAN	P-glycoprotein 1
IRINOTECAN	Canalicular multispecific organic anion transporter 1
CLAVULANIC ACID	Sodium/glucose cotransporter 1
OLOPATADINE	P-glycoprotein 1
ALPROSTADIL	Multidrug resistance-associated protein 4
ALPROSTADIL	Multidrug resistance-associated protein 5
ALPROSTADIL	Solute carrier organic anion transporter family member 2A1
ALPROSTADIL	Solute carrier organic anion transporter family member 3A1
ALPROSTADIL	Solute carrier organic anion transporter family member 2B1
ALPROSTADIL	Solute carrier family 22 member 6
ETOPOSIDE	Canalicular multispecific organic anion transporter 2
ETOPOSIDE	Multidrug resistance-associated protein 6
ETOPOSIDE	P-glycoprotein 1
ETOPOSIDE	Multidrug resistance-associated protein 1
ETOPOSIDE	Multidrug resistance-associated protein 7
ETOPOSIDE	Canalicular multispecific organic anion transporter 1
ETOPOSIDE	ATP-binding cassette sub-family G member 2
HYDROFLUMETHIAZIDE	Solute carrier family 22 member 6
HYDROFLUMETHIAZIDE	Solute carrier family 22 member 8
OXCARBAZEPINE	P-glycoprotein 1
NALIDIXIC ACID	Solute carrier family 22 member 6
ESTRADIOL	Solute carrier family 22 member 2
ESTRADIOL	Solute carrier family 22 member 3
ESTRADIOL	Multidrug resistance-associated protein 7
ESTRADIOL	Solute carrier family 22 member 11
ESTRADIOL	ATP-binding cassette sub-family G member 2
ESTRADIOL	Solute carrier organic anion transporter family member 1B1
ESTRADIOL	P-glycoprotein 1
ESTRADIOL	Solute carrier family 22 member 8
ESTRADIOL	Solute carrier organic anion transporter family member 1B3
ESTRADIOL	Solute carrier organic anion transporter family member 1C1
ACYCLOVIR	Solute carrier family 22 member 1
ACYCLOVIR	Solute carrier family 22 member 6
ACYCLOVIR	Solute carrier family 22 member 8
ACYCLOVIR	Ileal sodium/bile acid cotransporter
ACYCLOVIR	Multidrug and toxin extrusion protein 1
ACYCLOVIR	Multidrug and toxin extrusion protein 2
NAPROXEN	Solute carrier organic anion transporter family member 1A2
NAPROXEN	Solute carrier family 22 member 6
NAPROXEN	Bile salt export pump
NAPROXEN	P-glycoprotein 1
NAPROXEN	Solute carrier family 22 member 8
PERINDOPRIL	Solute carrier family 15 member 1
PERINDOPRIL	Solute carrier family 15 member 2
PRIMIDONE	Transient receptor potential cation channel subfamily M member 3
SULFASALAZINE	ATP-binding cassette sub-family G member 2
SULFASALAZINE	Canalicular multispecific organic anion transporter 1
SULFASALAZINE	Proton-coupled folate transporter
SULFASALAZINE	Solute carrier organic anion transporter family member 1B1
SULFASALAZINE	Solute carrier organic anion transporter family member 1B3
SULFASALAZINE	Solute carrier organic anion transporter family member 2B1
SULFASALAZINE	Sodium/bile acid cotransporter
CANDESARTAN CILEXETIL	P-glycoprotein 1
GENTAMICIN	Solute carrier family 22 member 2
GENTAMICIN	Low-density lipoprotein receptor-related protein 2
GENTAMICIN	Canalicular multispecific organic anion transporter 1
ALFENTANIL	P-glycoprotein 1
RIBAVIRIN	Solute carrier family 28 member 3
RIBAVIRIN	Equilibrative nucleoside transporter 1
PHENYLBUTAZONE	Solute carrier family 22 member 6
PHENYLBUTAZONE	Solute carrier family 22 member 8
PHENYLBUTAZONE	Solute carrier family 22 member 11
FENTANYL	P-glycoprotein 1
MELOXICAM	Multidrug resistance-associated protein 4
MELOXICAM	Human vesicular glutamate transporters
PROPOFOL	P-glycoprotein 1
ACETAZOLAMIDE	Solute carrier family 22 member 6
CARPROFEN	Solute carrier family 22 member 6
DISULFIRAM	Bile salt export pump
CINOXACIN	Solute carrier family 22 member 6
DIAZEPAM	P-glycoprotein 1
TRIFLUOPERAZINE	P-glycoprotein 1
CEFACLOR	Solute carrier family 15 member 1
CEFACLOR	Solute carrier family 15 member 2
CEFACLOR	Solute carrier family 22 member 8
CEFACLOR	Bile salt export pump
MIFEPRISTONE	P-glycoprotein 1
MIFEPRISTONE	Multidrug resistance-associated protein 1
MIFEPRISTONE	Bile salt export pump
MIFEPRISTONE	Solute carrier organic anion transporter family member 1B1
MIFEPRISTONE	Solute carrier organic anion transporter family member 1B3
LOPERAMIDE	P-glycoprotein 1
DONEPEZIL	ATP-binding cassette sub-family G member 2
CLOFAZIMINE	P-glycoprotein 1
CLOFAZIMINE	ATP-binding cassette sub-family G member 2
CLOFAZIMINE	Multidrug resistance-associated protein 1
PSEUDOEPHEDRINE	Sodium-dependent noradrenaline transporter
PSEUDOEPHEDRINE	Sodium-dependent dopamine transporter
PSEUDOEPHEDRINE	Sodium-dependent serotonin transporter
TEMOZOLOMIDE	P-glycoprotein 1
TEMOZOLOMIDE	ATP-binding cassette sub-family G member 2
AMINOLEVULINIC ACID	Solute carrier family 15 member 1
AMINOLEVULINIC ACID	Solute carrier family 15 member 2
TERBINAFINE	ABC multidrug transporter MDR2
PENICILLAMINE	Solute carrier organic anion transporter family member 1B1
PREDNISOLONE	Solute carrier organic anion transporter family member 1A2
PREDNISOLONE	P-glycoprotein 1
DIFLUNISAL	Solute carrier family 22 member 6
VARDENAFIL	P-glycoprotein 1
RANITIDINE	Solute carrier family 22 member 1
RANITIDINE	P-glycoprotein 1
RANITIDINE	Solute carrier family 22 member 8
RANITIDINE	Solute carrier family 22 member 2
TACROLIMUS	P-glycoprotein 1
TACROLIMUS	ATP-binding cassette sub-family A member 5
TACROLIMUS	Solute carrier organic anion transporter family member 1B1
SUPROFEN	Solute carrier family 22 member 12
TERBUTALINE	Solute carrier family 22 member 5
TERBUTALINE	Solute carrier family 22 member 2
CONIVAPTAN	P-glycoprotein 1
FLUPENTIXOL	P-glycoprotein 1
EPROSARTAN	Canalicular multispecific organic anion transporter 1
SIROLIMUS	P-glycoprotein 1
SIROLIMUS	Solute carrier organic anion transporter family member 1B1
SIROLIMUS	Multidrug and toxin extrusion protein 1
EMTRICITABINE	Multidrug and toxin extrusion protein 1
CHLOROTHIAZIDE	Solute carrier family 22 member 6
