0	1
TESTOSTERONE	Androgen receptor
TESTOSTERONE	Estrogen receptor alpha
TESTOSTERONE	Mineralocorticoid receptor
EFAVIRENZ	Reverse transcriptase/RNaseH
BACITRACIN	C55-isoprenyl pyrophosphate
BACITRACIN	Insulin-degrading enzyme
BACITRACIN	Alpha-2-macroglobulin
NIACIN	Hydroxycarboxylic acid receptor 3
NIACIN	Hydroxycarboxylic acid receptor 2
NIACIN	Nicotinate-nucleotide pyrophosphorylase [carboxylating]
NIACIN	Nicotinamide N-methyltransferase
CLORAZEPIC ACID	GABA(A) Receptor
CLORAZEPIC ACID	GABA(A) Receptor Benzodiazepine Binding Site
GUANABENZ	Alpha-2A adrenergic receptor
GUANABENZ	Alpha-2B adrenergic receptor
ALENDRONIC ACID	Farnesyl pyrophosphate synthase
ALENDRONIC ACID	Hydroxylapatite
ALENDRONIC ACID	Tyrosine-protein phosphatase non-receptor type 4
ALENDRONIC ACID	Receptor-type tyrosine-protein phosphatase S
ALENDRONIC ACID	Receptor-type tyrosine-protein phosphatase epsilon
ALENDRONIC ACID	V-type proton ATPase catalytic subunit A
CLOFARABINE	DNA
CLOFARABINE	DNA polymerase alpha catalytic subunit
CLOFARABINE	Ribonucleoside-diphosphate reductase large subunit
DOCOSANOL	Envelope glycoprotein GP350
DOCOSANOL	Envelope glycoprotein GP340
DEXMEDETOMIDINE	Alpha-2A adrenergic receptor
SULFACETAMIDE	Dihydropteroate synthase
SULFACETAMIDE	Dihydropteroate synthase type-1
SULFACETAMIDE	Folic acid synthesis protein FOL1
PREDNISONE	Glucocorticoid receptor
CLOFIBRATE	Peroxisome proliferator-activated receptor alpha
ASTEMIZOLE	Histamine H1 receptor
ASTEMIZOLE	Potassium voltage-gated channel subfamily H member 2
INULIN	Cycloinulo-oligosaccharide fructanotransferase
BUTOCONAZOLE	Ergosterol
ADENOSINE	Adenosine receptor A1
ADENOSINE	Adenosine receptor A2a
ADENOSINE	Adenosine receptor A2b
ADENOSINE	Adenosine receptor A3
SIMVASTATIN	3-hydroxy-3-methylglutaryl-coenzyme A reductase
SIMVASTATIN	Integrin alpha-L
SIMVASTATIN	Histone deacetylase 2
PEMETREXED	Thymidylate synthase
PEMETREXED	Bifunctional purine biosynthesis protein PURH
PEMETREXED	Dihydrofolate reductase
PEMETREXED	Trifunctional purine biosynthetic protein adenosine-3
MEBENDAZOLE	Tubulin alpha-1A chain
MEBENDAZOLE	Tubulin beta-4B chain
GONADORELIN	Gonadotropin-releasing hormone receptor
GONADORELIN	Putative gonadotropin-releasing hormone II receptor
DYCLONINE	Sodium channel protein type 10 subunit alpha
NYSTATIN	Ergosterol
DEXTROPROPOXYPHENE	Mu-type opioid receptor
DEXTROPROPOXYPHENE	Delta-type opioid receptor
DEXTROPROPOXYPHENE	Kappa-type opioid receptor
DEXTROPROPOXYPHENE	NMDA receptor
MITOTANE	Cytochrome P450 11B1, mitochondrial
MITOTANE	Androgen receptor
MITOTANE	Adrenodoxin, mitochondrial
STAVUDINE	Reverse transcriptase/RNaseH
DYPHYLLINE	cAMP-specific 3',5'-cyclic phosphodiesterase 4B
DYPHYLLINE	cAMP-specific 3',5'-cyclic phosphodiesterase 4A
DYPHYLLINE	cAMP-specific 3',5'-cyclic phosphodiesterase 4C
DYPHYLLINE	cAMP-specific 3',5'-cyclic phosphodiesterase 4D
DYPHYLLINE	Adenosine receptor A1
DYPHYLLINE	Adenosine receptor A2a
PENTAZOCINE	Sigma non-opioid intracellular receptor 1
PENTAZOCINE	Mu-type opioid receptor
PENTAZOCINE	Kappa-type opioid receptor
MAGNESIUM SULFATE	Voltage-dependent L-type calcium channel
MAGNESIUM SULFATE	Voltage-dependent L-type calcium channel
LATANOPROST	Prostaglandin F2-alpha receptor
ESTRONE	Estrogen receptor alpha
TRAZODONE	5-hydroxytryptamine receptor 2A
TRAZODONE	5-hydroxytryptamine receptor 2C
TRAZODONE	Sodium-dependent serotonin transporter
TRAZODONE	5-hydroxytryptamine receptor 1A
TRAZODONE	5-hydroxytryptamine receptor 1A
TRAZODONE	Histamine H1 receptor
TRAZODONE	Alpha-1A adrenergic receptor
TRAZODONE	Alpha-2A adrenergic receptor
TRAZODONE	5-hydroxytryptamine receptor 1C
TRAZODONE	5-hydroxytryptamine receptor 1C
MECAMYLAMINE	Neuronal acetylcholine receptor subunit alpha-2
SEVELAMER	Phosphate
ACAMPROSATE	Glutamate (NMDA) receptor
ACAMPROSATE	Metabotropic glutamate receptor 5
ACAMPROSATE	Gamma-aminobutyric acid type B receptor subunit 1
VERAPAMIL	Voltage-dependent L-type calcium channel subunit alpha-1C
VERAPAMIL	Voltage-dependent N-type calcium channel subunit alpha-1B
VERAPAMIL	Voltage-dependent P/Q-type calcium channel subunit alpha-1A
VERAPAMIL	ATP-sensitive inward rectifier potassium channel 11
VERAPAMIL	Voltage-dependent T-type calcium channel subunit alpha-1G
VERAPAMIL	Voltage-dependent T-type calcium channel subunit alpha-1H
VERAPAMIL	Potassium voltage-gated channel subfamily H member 2
VERAPAMIL	Sodium-dependent serotonin transporter
VERAPAMIL	Alpha-1A adrenergic receptor
VERAPAMIL	Alpha-1B adrenergic receptor
VERAPAMIL	Alpha-1D adrenergic receptor
VERAPAMIL	Voltage-dependent calcium channel
VERAPAMIL	P-glycoprotein 1
VERAPAMIL	P-glycoprotein 1
FLUMETHASONE	Glucocorticoid receptor
SULFAMETOPYRAZINE	Dihydropteroate synthetase
NILUTAMIDE	Androgen receptor
NAFARELIN	Gonadotropin-releasing hormone receptor
NAFARELIN	Putative gonadotropin-releasing hormone II receptor
EPINEPHRINE	Alpha-1A adrenergic receptor
EPINEPHRINE	Alpha-1B adrenergic receptor
EPINEPHRINE	Beta-1 adrenergic receptor
EPINEPHRINE	Beta-2 adrenergic receptor
EPINEPHRINE	Alpha-2A adrenergic receptor
EPINEPHRINE	Alpha-2B adrenergic receptor
EPINEPHRINE	Alpha-1D adrenergic receptor
EPINEPHRINE	Tumor necrosis factor
EPINEPHRINE	Tumor necrosis factor
SUMATRIPTAN	5-hydroxytryptamine receptor 1A
SUMATRIPTAN	5-hydroxytryptamine receptor 1D
SUMATRIPTAN	5-hydroxytryptamine receptor 1B
SUMATRIPTAN	5-hydroxytryptamine receptor 1F
PIRENZEPINE	Muscarinic acetylcholine receptor M1
CEFIXIME	Penicillin-binding protein 2
CEFIXIME	Penicillin-binding protein
CHLORPROPAMIDE	ATP-binding cassette sub-family C member 8
APREPITANT	Neurokinin 1 receptor
GALANTAMINE	Acetylcholinesterase
GALANTAMINE	Neuronal acetylcholine receptor subunit alpha-7
GALANTAMINE	Muscle nicotinic acetylcholine receptor
GALANTAMINE	Cholinesterase
TAMOXIFEN	Estrogen receptor alpha
TAMOXIFEN	Estrogen receptor alpha
TAMOXIFEN	Estrogen receptor beta
TAMOXIFEN	Estrogen receptor beta
TAMOXIFEN	Protein kinase C
TAMOXIFEN	Sex hormone-binding globulin
TAMOXIFEN	3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase
TAMOXIFEN	Potassium voltage-gated channel subfamily H member 2
TAMOXIFEN	Mitogen-activated protein kinase 8
ISOFLUROPHATE	Acetylcholinesterase
ISOFLUROPHATE	Cholinesterase
LOSARTAN	Type-1 angiotensin II receptor
THIORIDAZINE	Dopamine D2 receptor
THIORIDAZINE	Dopamine D1 receptor
THIORIDAZINE	Alpha-1A adrenergic receptor
THIORIDAZINE	Alpha-1B adrenergic receptor
THIORIDAZINE	5-hydroxytryptamine receptor 2A
THIORIDAZINE	Potassium voltage-gated channel subfamily H member 2
MORICIZINE	Sodium channel protein type 5 subunit alpha
AMPHOTERICIN B	Ergosterol
WARFARIN	Vitamin K epoxide reductase complex subunit 1
MIDAZOLAM	GABA(A) Receptor
MIDAZOLAM	GABA(A) Receptor Benzodiazepine Binding Site
MIDAZOLAM	Adenosine receptor A2a
TOBRAMYCIN	16S ribosomal RNA
TOBRAMYCIN	23S ribosomal RNA
TOBRAMYCIN	Bacterial outer membrane
TOBRAMYCIN	Cytoplasmic membrane
TROVAFLOXACIN	DNA gyrase subunit A
TROVAFLOXACIN	DNA topoisomerase 4 subunit A
TROVAFLOXACIN	DNA topoisomerase 2-alpha
PENTOSAN POLYSULFATE	Fibroblast growth factor 2
PENTOSAN POLYSULFATE	Fibroblast growth factor 1
PENTOSAN POLYSULFATE	Fibroblast growth factor 4
FLUDROCORTISONE	Mineralocorticoid receptor
FLUDROCORTISONE	Glucocorticoid receptor
MYCOPHENOLATE MOFETIL	Inosine-5'-monophosphate dehydrogenase 1
MYCOPHENOLATE MOFETIL	Inosine-5'-monophosphate dehydrogenase 1
MYCOPHENOLATE MOFETIL	Inosine-5'-monophosphate dehydrogenase 2
MYCOPHENOLATE MOFETIL	6-pyruvoyl tetrahydrobiopterin synthase
CEPHALOGLYCIN	Penicillin-binding protein 1B
FLURAZEPAM	GABA(A) Receptor
FLURAZEPAM	GABA(A) Receptor Benzodiazepine Binding Site
MOEXIPRIL	Angiotensin-converting enzyme
PHENTOLAMINE	Alpha-1 adrenergic receptors
PHENTOLAMINE	Alpha-2 adrenergic receptors
PHENTOLAMINE	ATP-sensitive inward rectifier potassium channel 11
FLUORESCEIN	Ig kappa chain V-II region RPMI 6410
FLUORESCEIN	DNA
DAUNORUBICIN	DNA
DAUNORUBICIN	DNA topoisomerase 2-alpha
DAUNORUBICIN	DNA topoisomerase 2-beta
FUROSEMIDE	Solute carrier family 12 member 1
FUROSEMIDE	Carbonic anhydrase 2
FUROSEMIDE	G-protein coupled receptor 35
ERGOTAMINE	5-hydroxytryptamine receptor 1D
ERGOTAMINE	5-hydroxytryptamine receptor 1B
ERGOTAMINE	5-hydroxytryptamine receptor 2A
ERGOTAMINE	Alpha-1A adrenergic receptor
ERGOTAMINE	Alpha-1B adrenergic receptor
ERGOTAMINE	Alpha-1D adrenergic receptor
ERGOTAMINE	Dopamine D2 receptor
ERGOTAMINE	Alpha-2A adrenergic receptor
ERGOTAMINE	D(1) dopamine receptor
ERGOTAMINE	5-hydroxytryptamine receptor 1A
ERGOTAMINE	5-hydroxytryptamine receptor 1F
ERGOTAMINE	5-hydroxytryptamine receptor 2C
TIZANIDINE	Nischarin
TIZANIDINE	Alpha-1 adrenergic receptors
TIZANIDINE	Alpha-2 adrenergic receptors
NITROFURANTOIN	Probable pyruvate-flavodoxin oxidoreductase
NITROFURANTOIN	Oxygen-insensitive NADPH nitroreductase
NITROFURANTOIN	30S ribosomal protein S10
NICERGOLINE	Alpha-1A adrenergic receptor
EPLERENONE	Mineralocorticoid receptor
AMPRENAVIR	Human immunodeficiency virus type 1 protease
METHAZOLAMIDE	Carbonic anhydrase 1
METHAZOLAMIDE	Carbonic anhydrase 4
METHAZOLAMIDE	Carbonic anhydrase 2
METHAZOLAMIDE	Carbonic anhydrase 7
METHAZOLAMIDE	Carbonic anhydrase 3
NALTREXONE	Mu-type opioid receptor
NALTREXONE	Kappa-type opioid receptor
NALTREXONE	Delta-type opioid receptor
DELAVIRDINE	Reverse transcriptase/RNaseH
TAMSULOSIN	Alpha-1A adrenergic receptor
TAMSULOSIN	Alpha-1D adrenergic receptor
TAMSULOSIN	Alpha-1B adrenergic receptor
PORFIMER SODIUM	Low-density lipoprotein receptor
PORFIMER SODIUM	High affinity immunoglobulin gamma Fc receptor I
SUFENTANIL	Mu-type opioid receptor
SUFENTANIL	Delta-type opioid receptor
LAMIVUDINE	Reverse transcriptase/RNaseH
LAMIVUDINE	DNA
LAMIVUDINE	Protein P
IBANDRONATE	Hydroxylapatite
IBANDRONATE	Geranylgeranyl pyrophosphate synthase
IBANDRONATE	Farnesyl pyrophosphate synthase
DIETHYLCARBAMAZINE	Arachidonate 5-lipoxygenase
DIETHYLCARBAMAZINE	Prostaglandin G/H synthase 1
FLURBIPROFEN	Prostaglandin G/H synthase 2
FLURBIPROFEN	Prostaglandin G/H synthase 1
OXACILLIN	Penicillin-binding protein 3
OXACILLIN	Penicillin-binding protein 2a
OXACILLIN	Penicillin-binding protein 1A
OXACILLIN	Penicillin-binding protein 2B
OXACILLIN	Penicillin-binding protein 1b
OXACILLIN	Penicillin-binding protein 1A
OXACILLIN	Beta-lactamase Toho-1
APOMORPHINE	Dopamine D4 receptor
APOMORPHINE	Dopamine D2 receptor
APOMORPHINE	Dopamine D3 receptor
APOMORPHINE	Dopamine D5 receptor
APOMORPHINE	Dopamine D1 receptor
APOMORPHINE	Alpha-2C adrenergic receptor
APOMORPHINE	Alpha-2B adrenergic receptor
APOMORPHINE	5-hydroxytryptamine receptor 1A
APOMORPHINE	5-hydroxytryptamine receptor 2A
APOMORPHINE	5-hydroxytryptamine receptor 2B
APOMORPHINE	5-hydroxytryptamine receptor 2C
APOMORPHINE	Alpha-2A adrenergic receptor
APOMORPHINE	5-hydroxytryptamine receptor 1D
APOMORPHINE	5-hydroxytryptamine receptor 1B
PAROXETINE	Sodium-dependent serotonin transporter
PAROXETINE	Sodium-dependent noradrenaline transporter
PAROXETINE	5-hydroxytryptamine receptor 2A
PAROXETINE	Alpha-1 adrenergic receptors
PAROXETINE	Alpha-2 adrenergic receptors
PAROXETINE	Beta adrenergic receptor
PAROXETINE	Dopamine D2 receptor
PAROXETINE	Histamine H1 receptor
PAROXETINE	Muscarinic acetylcholine receptor
PAROXETINE	5-hydroxytryptamine receptor 2B
PAROXETINE	D(1) dopamine receptor
NEDOCROMIL	Cysteinyl leukotriene receptor 1
NEDOCROMIL	Cysteinyl leukotriene receptor 2
NEDOCROMIL	fMet-Leu-Phe receptor
NEDOCROMIL	Prostaglandin D2 receptor
NORETHISTERONE	Progesterone receptor
NORETHISTERONE	Androgen receptor
NORETHISTERONE	Glucocorticoid receptor
ADEFOVIR DIPIVOXIL	DNA polymerase/reverse transcriptase
AZATADINE	Histamine H1 receptor
CLODRONIC ACID	Hydroxylapatite
CLODRONIC ACID	ADP/ATP translocase 1
CLODRONIC ACID	ADP/ATP translocase 2
CLODRONIC ACID	ADP/ATP translocase 3
PROCAINE	Sodium channel protein type 10 subunit alpha
PROCAINE	Glutamate receptor ionotropic, NMDA 3A
PROCAINE	5-hydroxytryptamine receptor 3A
PROCAINE	Sodium-dependent dopamine transporter
PROCAINE	Neuronal acetylcholine receptor subunit alpha-2
PROCAINE	Calcium-activated potassium channel
PROCAINE	Cytosolic phospholipase A2
PROCAINE	60 kDa lysophospholipase
PROCAINE	Monoamine oxidase
PROCAINE	DNA (cytosine-5)-methyltransferase 1
PROCAINE	DNA (cytosine-5)-methyltransferase 3A
LISINOPRIL	Angiotensin-converting enzyme
LISINOPRIL	Renin
METHOXAMINE	Alpha-1A adrenergic receptor
METHOXAMINE	Alpha-1D adrenergic receptor
METHOXAMINE	Alpha-1B adrenergic receptor
IMIQUIMOD	Toll-like receptor 7
IMIQUIMOD	Toll-like receptor 8
HOMATROPINE METHYLBROMIDE	Muscarinic acetylcholine receptor M2
HOMATROPINE METHYLBROMIDE	Muscarinic acetylcholine receptor M1
HOMATROPINE METHYLBROMIDE	Muscarinic acetylcholine receptor M4
HOMATROPINE METHYLBROMIDE	Muscarinic acetylcholine receptor M5
HOMATROPINE METHYLBROMIDE	Muscarinic acetylcholine receptor M3
TRIMIPRAMINE	Sodium-dependent serotonin transporter
TRIMIPRAMINE	Sodium-dependent noradrenaline transporter
TRIMIPRAMINE	Sodium-dependent dopamine transporter
TRIMIPRAMINE	5-hydroxytryptamine receptor 2A
TRIMIPRAMINE	5-hydroxytryptamine receptor 1A
TRIMIPRAMINE	Alpha-1A adrenergic receptor
TRIMIPRAMINE	Alpha-1B adrenergic receptor
TRIMIPRAMINE	Dopamine D2 receptor
TRIMIPRAMINE	Alpha-2B adrenergic receptor
TRIMIPRAMINE	Histamine H1 receptor
TRIMIPRAMINE	5-hydroxytryptamine receptor 2C
TRIMIPRAMINE	5-hydroxytryptamine receptor 3A
TRIMIPRAMINE	5-hydroxytryptamine receptor 1D
TRIMIPRAMINE	Alpha-2A adrenergic receptor
TRIMIPRAMINE	D(1) dopamine receptor
TRIMIPRAMINE	Beta adrenergic receptor
TRIMIPRAMINE	Muscarinic acetylcholine receptor
TRIMIPRAMINE	5-hydroxytryptamine receptor 1C
NITROGLYCERIN	Atrial natriuretic peptide receptor 1
ROCURONIUM	Neuronal acetylcholine receptor subunit alpha-2
ROCURONIUM	Muscarinic acetylcholine receptor M2
ROCURONIUM	5-hydroxytryptamine receptor 3A
THIABENDAZOLE	Fumarate reductase flavoprotein subunit
NATEGLINIDE	ATP-binding cassette sub-family C member 8
NATEGLINIDE	Peroxisome proliferator-activated receptor gamma
ATRACURIUM BESYLATE	Neuronal acetylcholine receptor subunit alpha-2
PRALIDOXIME	Acetylcholinesterase
PRALIDOXIME	Cholinesterase
RISPERIDONE	5-hydroxytryptamine receptor 2A
RISPERIDONE	Dopamine D2 receptor
RISPERIDONE	Alpha-1B adrenergic receptor
RISPERIDONE	Alpha-2B adrenergic receptor
RISPERIDONE	Alpha-1A adrenergic receptor
RISPERIDONE	Alpha-2C adrenergic receptor
RISPERIDONE	Histamine H1 receptor
RISPERIDONE	5-hydroxytryptamine receptor 2C
RISPERIDONE	5-hydroxytryptamine receptor 1D
RISPERIDONE	5-hydroxytryptamine receptor 1A
RISPERIDONE	5-hydroxytryptamine receptor 7
RISPERIDONE	D(2L) dopamine receptor
RISPERIDONE	Dopamine D1 receptor
NAFTIFINE	Squalene monooxygenase
ESOMEPRAZOLE	Potassium-transporting ATPase alpha chain 1
MECLIZINE	Histamine H1 receptor
MECLIZINE	Nuclear receptor subfamily 1 group I member 3
PENTAMIDINE	tRNA (cytosine(38)-C(5))-methyltransferase
PENTAMIDINE	DNA
HETACILLIN	Penicillin-binding protein 2a
HETACILLIN	Penicillin-binding protein 1b
HETACILLIN	Penicillin-binding protein 3
HETACILLIN	Penicillin-binding protein 1A
HETACILLIN	Penicillin-binding protein 2B
RILUZOLE	Sodium channel protein type 5 subunit alpha
RILUZOLE	Cystine/glutamate transporter
HYDROCORTISONE	Glucocorticoid receptor
HYDROCORTISONE	Annexin A1
ZILEUTON	Arachidonate 5-lipoxygenase
MODAFINIL	Sodium-dependent dopamine transporter
MODAFINIL	Alpha-1B adrenergic receptor
DEFEROXAMINE	Iron
DEFEROXAMINE	Aluminum
SCOPOLAMINE	Muscarinic acetylcholine receptor M1
SCOPOLAMINE	Muscarinic acetylcholine receptor M2
SCOPOLAMINE	Muscarinic acetylcholine receptor M3
SCOPOLAMINE	Muscarinic acetylcholine receptor M4
SCOPOLAMINE	Muscarinic acetylcholine receptor M5
SCOPOLAMINE	Neuronal acetylcholine receptor subunit alpha-4
SCOPOLAMINE	Neuronal acetylcholine receptor subunit alpha-4
SCOPOLAMINE	Neuronal acetylcholine receptor subunit beta-2
SCOPOLAMINE	Neuronal acetylcholine receptor subunit beta-2
SCOPOLAMINE	Sucrase-isomaltase, intestinal
CARBINOXAMINE	Histamine H1 receptor
ETODOLAC	Prostaglandin G/H synthase 2
ETODOLAC	Prostaglandin G/H synthase 1
ETODOLAC	Retinoic acid receptor RXR-alpha
PRILOCAINE	Sodium channel protein type 5 subunit alpha
EPINASTINE	Histamine H1 receptor
EPINASTINE	Histamine H2 receptor
EPINASTINE	Alpha-1A adrenergic receptor
EPINASTINE	Alpha-2A adrenergic receptor
EPINASTINE	5-hydroxytryptamine receptor 2A
EPINASTINE	5-hydroxytryptamine receptor 7
TRANYLCYPROMINE	Amine oxidase [flavin-containing] B
TRANYLCYPROMINE	Amine oxidase [flavin-containing] A
ISOFLURANE	Gamma-aminobutyric acid receptor subunit alpha-1
ISOFLURANE	Calcium-transporting ATPase type 2C member 1
ISOFLURANE	Glycine receptor subunit alpha-1
ISOFLURANE	Glutamate receptor 1
ISOFLURANE	Potassium voltage-gated channel subfamily A member 1
ISOFLURANE	GABA(A) Receptor
ISOFLURANE	ATP synthase subunit delta, mitochondrial
ISOFLURANE	Calmodulin
ISOFLURANE	Neuronal acetylcholine receptor subunit alpha-4
ISOFLURANE	Neuronal acetylcholine receptor subunit beta-2
ETHOTOIN	Sodium channel protein type 5 subunit alpha
ETHOTOIN	Nuclear receptor subfamily 1 group I member 2
TRETINOIN	Retinoic acid receptor alpha
TRETINOIN	Retinoic acid receptor beta
TRETINOIN	Retinoic acid receptor gamma
TRETINOIN	Retinoic acid receptor RXR-alpha
TRETINOIN	Retinoic acid receptor RXR-beta
TRETINOIN	Retinoic acid receptor RXR-gamma
TRETINOIN	Cellular retinoic acid-binding protein 1
TRETINOIN	Retinoic acid receptor responder protein 1
TRETINOIN	Retinal dehydrogenase 1
TRETINOIN	Retinal dehydrogenase 2
TRETINOIN	Retinoic acid-induced protein 3
TRETINOIN	Lipocalin-1
TRETINOIN	Odorant-binding protein 2a
TRETINOIN	Retinol-binding protein 4
TRETINOIN	[Pyruvate dehydrogenase [lipoamide]] kinase isozyme 4, mitochondrial
TRETINOIN	Carcinoembryonic antigen
HEXACHLOROPHENE	D-lactate dehydrogenase
HEXACHLOROPHENE	Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial
HEXACHLOROPHENE	Glutamate dehydrogenase 1, mitochondrial
DOLASETRON	5-hydroxytryptamine receptor 3A
CLOPIDOGREL	P2Y purinoceptor 12
TETRACYCLINE	30S ribosomal protein S7
TETRACYCLINE	30S ribosomal protein S14
TETRACYCLINE	30S ribosomal protein S3
TETRACYCLINE	30S ribosomal protein S8
TETRACYCLINE	30S ribosomal protein S19
TETRACYCLINE	16S ribosomal RNA
TETRACYCLINE	Major prion protein
MEROPENEM	D-alanyl-D-alanine carboxypeptidase DacB
POTASSIUM CHLORIDE	Solute carrier family 12 member 1
IRINOTECAN	DNA topoisomerase I, mitochondrial
IRINOTECAN	DNA topoisomerase 1
METHIMAZOLE	Thyroid peroxidase
METHIMAZOLE	Thyroid peroxidase
MOMETASONE	Glucocorticoid receptor
MOMETASONE	Progesterone receptor
METYROSINE	Tyrosine 3-monooxygenase
CLAVULANIC ACID	Bacterial beta-lactamase enzymes
BENZQUINAMIDE	Histamine H1 receptor
BENZQUINAMIDE	Muscarinic acetylcholine receptor M4
BENZQUINAMIDE	Muscarinic acetylcholine receptor M1
BENZQUINAMIDE	Muscarinic acetylcholine receptor M5
BENZQUINAMIDE	Muscarinic acetylcholine receptor M2
BENZQUINAMIDE	Muscarinic acetylcholine receptor M3
OLOPATADINE	Histamine H1 receptor
OLOPATADINE	Histamine H2 receptor
OLOPATADINE	Histamine H3 receptor
OLOPATADINE	Protein S100-A1
OLOPATADINE	Protein S100-A12
OLOPATADINE	Protein S100-B
OLOPATADINE	Protein S100-A13
OLOPATADINE	Protein S100-A2
HYDROCORTAMATE	Glucocorticoid receptor
ALPROSTADIL	Prostaglandin E2 receptor EP1 subtype
ALPROSTADIL	Prostaglandin E2 receptor EP2 subtype
ALPROSTADIL	Prostaglandin E2 receptor EP3 subtype
ALPROSTADIL	Prostaglandin E2 receptor EP4 subtype
ALPROSTADIL	Prostaglandin D2 receptor 2
CLIDINIUM	Muscarinic acetylcholine receptor M1
MALATHION	Cholinesterase
ETOPOSIDE	DNA topoisomerase 2-alpha
ETOPOSIDE	DNA topoisomerase 2-beta
HYDROFLUMETHIAZIDE	Solute carrier family 12 member 1
HYDROFLUMETHIAZIDE	Carbonic anhydrase 7
HYDROFLUMETHIAZIDE	Carbonic anhydrase 9
HYDROFLUMETHIAZIDE	Sodium/potassium-transporting ATPase subunit alpha-1
HYDROFLUMETHIAZIDE	Calcium-activated potassium channel subunit alpha-1
HYDROFLUMETHIAZIDE	Carbonic anhydrase 1
HYDROFLUMETHIAZIDE	Carbonic anhydrase 2
HYDROFLUMETHIAZIDE	Carbonic anhydrase 4
HYDROFLUMETHIAZIDE	Carbonic anhydrase 12
TIROFIBAN	Integrin alpha-IIb
TIROFIBAN	Integrin beta-3
OXCARBAZEPINE	Sodium channel protein
PROPIOMAZINE	Histamine H1 receptor
PROPIOMAZINE	Muscarinic acetylcholine receptor
PROPIOMAZINE	Alpha-1A adrenergic receptor
PROPIOMAZINE	Dopamine D2 receptor
PROPIOMAZINE	5-hydroxytryptamine receptor 2A
PROPIOMAZINE	5-hydroxytryptamine receptor 2C
ROXITHROMYCIN	50S ribosomal protein L10
NALIDIXIC ACID	DNA
PHENELZINE	Amine oxidase [flavin-containing] A
PHENELZINE	Amine oxidase [flavin-containing] B
PHENELZINE	Membrane primary amine oxidase
PHENELZINE	4-aminobutyrate aminotransferase, mitochondrial
PHENELZINE	Alanine aminotransferase 1
PHENELZINE	Alanine aminotransferase 2
PHENELZINE	Glutamic acid decarboxylase
PROPANTHELINE	Muscarinic acetylcholine receptor M1
ESTRADIOL	Estrogen receptor alpha
ESTRADIOL	Estrogen receptor beta
ESTRADIOL	Nuclear receptor subfamily 1 group I member 2
ESTRADIOL	Neuronal acetylcholine receptor subunit alpha-4
ESTRADIOL	G-protein coupled estrogen receptor 1
ESTRADIOL	ATP synthase subunit a
ESTRADIOL	Beclin-1
MEFENAMIC ACID	Prostaglandin G/H synthase 2
MEFENAMIC ACID	Prostaglandin G/H synthase 1
CRYPTENAMINE	Muscarinic acetylcholine receptor M2
CRYPTENAMINE	Beta adrenergic receptor
CRYPTENAMINE	Beta adrenergic receptor
MARIMASTAT	Interstitial collagenase
MARIMASTAT	72 kDa type IV collagenase
MARIMASTAT	Stromelysin-1
MARIMASTAT	Matrilysin
MARIMASTAT	Neutrophil collagenase
MARIMASTAT	Matrix metalloproteinase-9
MARIMASTAT	Stromelysin-2
MARIMASTAT	Stromelysin-3
MARIMASTAT	Macrophage metalloelastase
MARIMASTAT	Collagenase 3
MARIMASTAT	Matrix metalloproteinase-14
MARIMASTAT	Matrix metalloproteinase-15
MARIMASTAT	Matrix metalloproteinase-16
MARIMASTAT	Matrix metalloproteinase-17
MARIMASTAT	Matrix metalloproteinase-19
MARIMASTAT	Matrix metalloproteinase-20
MARIMASTAT	Matrix metalloproteinase-21
MARIMASTAT	Matrix metalloproteinase-23
MARIMASTAT	Matrix metalloproteinase-24
MARIMASTAT	Matrix metalloproteinase-25
MARIMASTAT	Matrix metalloproteinase-26
MARIMASTAT	Matrix metalloproteinase-27
MARIMASTAT	Matrix metalloproteinase-28
ACYCLOVIR	DNA polymerase catalytic subunit
ACYCLOVIR	DNA polymerase catalytic subunit
NAPROXEN	Prostaglandin G/H synthase 1
NAPROXEN	Prostaglandin G/H synthase 2
GADOPENTETIC ACID	6-phosphogluconate dehydrogenase, decarboxylating
PERINDOPRIL	Angiotensin-converting enzyme
PERINDOPRIL	Secreted frizzled-related protein 4
URACIL MUSTARD	DNA
TRIPELENNAMINE	Histamine H1 receptor
PRIMIDONE	Gamma-aminobutyric acid receptor subunit alpha-2
PRIMIDONE	Gamma-aminobutyric acid receptor subunit alpha-3
PRIMIDONE	Gamma-aminobutyric acid receptor subunit alpha-4
PRIMIDONE	Gamma-aminobutyric acid receptor subunit alpha-5
PRIMIDONE	Gamma-aminobutyric acid receptor subunit alpha-6
PRIMIDONE	GABA(A) Receptor
PRIMIDONE	Gamma-aminobutyric acid receptor subunit alpha-1
PRIMIDONE	Neuronal acetylcholine receptor subunit alpha-4
PRIMIDONE	Neuronal acetylcholine receptor subunit alpha-7
PRIMIDONE	Glutamate receptor 2
PRIMIDONE	Glutamate receptor ionotropic, kainate 2
SULFASALAZINE	Arachidonate 5-lipoxygenase
SULFASALAZINE	Prostaglandin G/H synthase 2
SULFASALAZINE	Prostaglandin G/H synthase 1
SULFASALAZINE	Acetyl-CoA acetyltransferase, mitochondrial
SULFASALAZINE	Phospholipase A2
SULFASALAZINE	Cystine/glutamate transporter
SULFASALAZINE	Nuclear factor NF-kappa-B p105 subunit
SULFASALAZINE	Nuclear factor NF-kappa-B p100 subunit
