0	1
VERAPAMIL	Cytochrome P450 2C19
VERAPAMIL	Cytochrome P450 2D6
VERAPAMIL	Cytochrome P450 2E1
FLUMETHASONE	Cytochrome P450 3A4
NILUTAMIDE	Cytochrome P450 2C19
NILUTAMIDE	NADPH--cytochrome P450 reductase
EPINEPHRINE	Cytochrome P450 2C9
EPINEPHRINE	Cytochrome P450 3A4
EPINEPHRINE	Catechol O-methyltransferase
EPINEPHRINE	Monoamine oxidase
SUMATRIPTAN	Amine oxidase [flavin-containing] A
CHLORPROPAMIDE	Cytochrome P450 2C9
CHLORPROPAMIDE	Cytochrome P450 2C19
CHLORPROPAMIDE	Prostaglandin G/H synthase 1
APREPITANT	Cytochrome P450 3A4
APREPITANT	Cytochrome P450 2C19
APREPITANT	Cytochrome P450 2C9
GALANTAMINE	Cytochrome P450 3A4
GALANTAMINE	Cytochrome P450 2D6
TAMOXIFEN	Cytochrome P450 2D6
TAMOXIFEN	Cytochrome P450 3A4
TAMOXIFEN	Cytochrome P450 3A5
TAMOXIFEN	Cytochrome P450 3A7
TAMOXIFEN	Cytochrome P450 2C9
TAMOXIFEN	Cytochrome P450 2C19
TAMOXIFEN	Cytochrome P450 2B6
TAMOXIFEN	Cytochrome P450 1A1
TAMOXIFEN	Cytochrome P450 1B1
TAMOXIFEN	Dimethylaniline monooxygenase [N-oxide-forming] 1
TAMOXIFEN	Dimethylaniline monooxygenase [N-oxide-forming] 3
TAMOXIFEN	Cytochrome P450 2C8
TAMOXIFEN	Liver carboxylesterase 1
TAMOXIFEN	Cytochrome P450 19A1
TAMOXIFEN	Cytochrome P450 2A6
TAMOXIFEN	Cytochrome P450 2E1
TAMOXIFEN	UDP-glucuronosyltransferase 1-10
TAMOXIFEN	Sulfotransferase 1A1
TAMOXIFEN	Bile salt sulfotransferase
TAMOXIFEN	Cytochrome P450 1A2
TAMOXIFEN	UDP-glucuronosyltransferase 2B7
TAMOXIFEN	UDP-glucuronosyltransferase 2B17
TAMOXIFEN	Estrogen sulfotransferase
ISOFLUROPHATE	Cholinesterase
LOSARTAN	Cytochrome P450 2C9
LOSARTAN	Cytochrome P450 3A4
LOSARTAN	Cytochrome P450 2C19
LOSARTAN	UDP-glucuronosyltransferase 1-1
LOSARTAN	UDP-glucuronosyltransferase 1-3
LOSARTAN	UDP-glucuronosyltransferase 1-10
LOSARTAN	UDP-glucuronosyltransferase 2B7
LOSARTAN	UDP-glucuronosyltransferase 2B17
LOSARTAN	Cytochrome P450 2C8
THIORIDAZINE	Cytochrome P450 2E1
THIORIDAZINE	Cytochrome P450 2D6
THIORIDAZINE	Cytochrome P450 2C19
WARFARIN	Cytochrome P450 2C9
WARFARIN	Cytochrome P450 1A2
WARFARIN	Cytochrome P450 2C19
WARFARIN	Cytochrome P450 3A4
WARFARIN	Cytochrome P450 2C8
WARFARIN	Cytochrome P450 2C18
MIDAZOLAM	Cytochrome P450 3A4
MIDAZOLAM	UDP-glucuronosyltransferase 1-4
MIDAZOLAM	Cytochrome P450 3A5
MIDAZOLAM	Cytochrome P450 3A7
MIDAZOLAM	UDP-glucuronosyltransferase 2B7
MIDAZOLAM	UDP-glucuronosyltransferase 2B4
TROVAFLOXACIN	Cytochrome P450 1A2
FLUDROCORTISONE	Cytochrome P450 3A4
FLUDROCORTISONE	Corticosteroid 11-beta-dehydrogenase isozyme 2
FLUDROCORTISONE	Corticosteroid 11-beta-dehydrogenase isozyme 1
MYCOPHENOLATE MOFETIL	UDP-glucuronosyltransferase 1-7
MYCOPHENOLATE MOFETIL	UDP-glucuronosyltransferase 1-6
MYCOPHENOLATE MOFETIL	UDP-glucuronosyltransferase 1-9
MYCOPHENOLATE MOFETIL	UDP-glucuronosyltransferase 2B7
MYCOPHENOLATE MOFETIL	UDP-glucuronosyltransferase 1-8
MYCOPHENOLATE MOFETIL	UDP-glucuronosyltransferase 1-10
MYCOPHENOLATE MOFETIL	Liver carboxylesterase 1
MYCOPHENOLATE MOFETIL	Cytochrome P450 3A4
MYCOPHENOLATE MOFETIL	Cytochrome P450 3A5
MYCOPHENOLATE MOFETIL	Cytochrome P450 2C8
MYCOPHENOLATE MOFETIL	Carboxylic ester hydrolase
MYCOPHENOLATE MOFETIL	UDP-glucuronosyltransferase 1-1
FLURAZEPAM	Cytochrome P450 3A4
FLURAZEPAM	Cytochrome P450 2E1
FLURAZEPAM	Cytochrome P450 2A6
DAUNORUBICIN	Cytochrome P450 3A4
DAUNORUBICIN	Cytochrome P450 3A5
DAUNORUBICIN	NADPH--cytochrome P450 reductase
DAUNORUBICIN	Cytochrome P450 1B1
DAUNORUBICIN	Aldose reductase
DAUNORUBICIN	Carbonyl reductase [NADPH] 1
DAUNORUBICIN	Carbonyl reductase [NADPH] 3
FUROSEMIDE	6-phosphogluconate dehydrogenase, decarboxylating
FUROSEMIDE	UDP-glucuronosyltransferase 1-1
ERGOTAMINE	Cytochrome P450 3A4
TIZANIDINE	Cytochrome P450 1A2
NITROFURANTOIN	NADPH--cytochrome P450 reductase
NICERGOLINE	Cytochrome P450 2D6
EPLERENONE	Cytochrome P450 11B2, mitochondrial
EPLERENONE	Cytochrome P450 3A4
EPLERENONE	Cytochrome P450 3A5
AMPRENAVIR	Cytochrome P450 2B6
AMPRENAVIR	Cytochrome P450 2C19
AMPRENAVIR	Cytochrome P450 2C9
AMPRENAVIR	Cytochrome P450 2D6
AMPRENAVIR	Cytochrome P450 3A5
AMPRENAVIR	Cytochrome P450 3A4
ICODEXTRIN	Pancreatic alpha-amylase
NALTREXONE	UDP-glucuronosyltransferase 1-1
DELAVIRDINE	Cytochrome P450 3A4
DELAVIRDINE	Cytochrome P450 2D6
DELAVIRDINE	Cytochrome P450 3A5
DELAVIRDINE	Cytochrome P450 3A7
DELAVIRDINE	Cytochrome P450 2C9
DELAVIRDINE	Cytochrome P450 2C19
TAMSULOSIN	Cytochrome P450 2D6
TAMSULOSIN	Cytochrome P450 3A4
SUFENTANIL	Cytochrome P450 3A4
LAMIVUDINE	Deoxycytidine kinase
LAMIVUDINE	UMP-CMP kinase
LAMIVUDINE	Phosphoglycerate kinase 1
LAMIVUDINE	Nucleoside diphosphate kinase A
LAMIVUDINE	Nucleoside diphosphate kinase B
LAMIVUDINE	Choline-phosphate cytidylyltransferase A
LAMIVUDINE	Ethanolamine-phosphate cytidylyltransferase
LAMIVUDINE	5'(3')-deoxyribonucleotidase, cytosolic type
DIETHYLCARBAMAZINE	Cholinesterase
FLURBIPROFEN	UDP-glucuronosyltransferase 2B7
FLURBIPROFEN	UDP-glucuronosyltransferase 1-1
FLURBIPROFEN	UDP-glucuronosyltransferase 1-3
FLURBIPROFEN	UDP-glucuronosyltransferase 1-9
FLURBIPROFEN	UDP-glucuronosyltransferase 2B4
FLURBIPROFEN	Cytochrome P450 2C9
APOMORPHINE	Catechol O-methyltransferase
APOMORPHINE	Sulfotransferase 1A1
APOMORPHINE	Sulfotransferase 1A2
APOMORPHINE	Sulfotransferase 1A3/1A4
APOMORPHINE	Estrogen sulfotransferase
APOMORPHINE	Sulfotransferase family cytosolic 1B member 1
APOMORPHINE	Cytochrome P450 2B6
APOMORPHINE	Cytochrome P450 2C8
APOMORPHINE	Cytochrome P450 3A4
APOMORPHINE	Cytochrome P450 3A5
APOMORPHINE	UDP-glucuronosyltransferases (UGTs)
PAROXETINE	Cytochrome P450 2B6
PAROXETINE	Cytochrome P450 1A2
PAROXETINE	Cytochrome P450 3A4
PAROXETINE	Cytochrome P450 2C19
PAROXETINE	Cytochrome P450 2D6
PAROXETINE	Cytochrome P450 2C9
NORETHISTERONE	Cytochrome P450 3A4
NORETHISTERONE	Aldo-keto reductase family 1 member C4
NORETHISTERONE	3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 2
NORETHISTERONE	3-oxo-5-alpha-steroid 4-dehydrogenase
NORETHISTERONE	3-oxo-5-beta-steroid 4-dehydrogenase
NORETHISTERONE	Cytochrome P450 2C19
NORETHISTERONE	Cytochrome P450 1A2
NORETHISTERONE	Cytochrome P450 2A6
ADEFOVIR DIPIVOXIL	Adenylate kinase 2, mitochondrial
ADEFOVIR DIPIVOXIL	Adenylate kinase 4, mitochondrial
ADEFOVIR DIPIVOXIL	Nucleoside diphosphate kinase A
ADEFOVIR DIPIVOXIL	Nucleoside diphosphate kinase B
CLODRONIC ACID	Prostaglandin G/H synthase 2
PROCAINE	Cholinesterase
IMIQUIMOD	Cytochrome P450 3A4
TRIMIPRAMINE	Cytochrome P450 2C9
TRIMIPRAMINE	Cytochrome P450 2D6
TRIMIPRAMINE	Cytochrome P450 2C19
NITROGLYCERIN	Aldehyde dehydrogenase, mitochondrial
THIABENDAZOLE	Cytochrome P450 1A2
THIABENDAZOLE	Cytochrome P450 1A1
NATEGLINIDE	Cytochrome P450 2C9
NATEGLINIDE	Cytochrome P450 3A4
NATEGLINIDE	Cytochrome P450 3A5
NATEGLINIDE	Cytochrome P450 3A7
NATEGLINIDE	Prostaglandin G/H synthase 1
NATEGLINIDE	UDP-glucuronosyltransferase 1-9
NATEGLINIDE	Cytochrome P450 2D6
RISPERIDONE	Cytochrome P450 2D6
RISPERIDONE	Cytochrome P450 3A4
ESOMEPRAZOLE	Cytochrome P450 2C19
ESOMEPRAZOLE	Cytochrome P450 3A4
MECLIZINE	Cytochrome P450 2D6
PENTAMIDINE	Cytochrome P450 2C19
PENTAMIDINE	Cytochrome P450 1A1
PENTAMIDINE	Cytochrome P450 2D6
PENTAMIDINE	Cytochrome P450 3A5
PENTAMIDINE	Cytochrome P450 4A11
RILUZOLE	Cytochrome P450 1A1
RILUZOLE	Cytochrome P450 1A2
HYDROCORTISONE	Cytochrome P450 3A4
HYDROCORTISONE	Cytochrome P450 3A5
HYDROCORTISONE	Cytochrome P450 3A7
HYDROCORTISONE	Cytochrome P450 11B1, mitochondrial
HYDROCORTISONE	Cytochrome P450 11B2, mitochondrial
HYDROCORTISONE	Cytochrome P450 2C8
HYDROCORTISONE	3-oxo-5-beta-steroid 4-dehydrogenase
HYDROCORTISONE	3-oxo-5-alpha-steroid 4-dehydrogenase 2
HYDROCORTISONE	Corticosteroid 11-beta-dehydrogenase isozyme 2
HYDROCORTISONE	Corticosteroid 11-beta-dehydrogenase isozyme 1
HYDROCORTISONE	Cytochrome P450 2A6
HYDROCORTISONE	Cytochrome P450 1B1
HYDROCORTISONE	Cytochrome P450 2B6
HYDROCORTISONE	Cytochrome P450 2C9
HYDROCORTISONE	Cytochrome P450 2C19
MANNITOL	Mannitol dehydrogenase
ZILEUTON	Prostaglandin G/H synthase 1
ZILEUTON	UDP-glucuronosyltransferase 1-9
ZILEUTON	Cytochrome P450 2C9
ZILEUTON	Cytochrome P450 1A2
ZILEUTON	Cytochrome P450 3A4
MODAFINIL	Cytochrome P450 2C19
MODAFINIL	Cytochrome P450 3A4
MODAFINIL	Cytochrome P450 3A5
MODAFINIL	Cytochrome P450 1A2
MODAFINIL	Cytochrome P450 2B6
MODAFINIL	Cytochrome P450 2C9
MODAFINIL	Cytochrome P450 2D6
DEFEROXAMINE	Xanthine dehydrogenase/oxidase
SCOPOLAMINE	Cytochrome P450 3A4
ETODOLAC	UDP-glucuronosyltransferase 1-3
ETODOLAC	UDP-glucuronosyltransferase 1-10
ETODOLAC	UDP-glucuronosyltransferase 2B7
ETODOLAC	Cytochrome P450 2C9
ETODOLAC	UDP-glucuronosyltransferase 1-9
EPINASTINE	Cytochrome P450 2B6
EPINASTINE	Cytochrome P450 2D6
EPINASTINE	Cytochrome P450 3A4
TRANYLCYPROMINE	Cytochrome P450 2D6
TRANYLCYPROMINE	Cytochrome P450 2C9
TRANYLCYPROMINE	Cytochrome P450 2C19
TRANYLCYPROMINE	Cytochrome P450 1A2
TRANYLCYPROMINE	Cytochrome P450 2A6
TRANYLCYPROMINE	Cytochrome P450 3A4
ISOFLURANE	Cytochrome P450 2B6
ISOFLURANE	NADH-ubiquinone oxidoreductase chain 1
ISOFLURANE	Cytochrome P450 2E1
TRETINOIN	Cytochrome P450 3A4
TRETINOIN	Cytochrome P450 3A5
TRETINOIN	Cytochrome P450 3A7
TRETINOIN	Cytochrome P450 2B6
TRETINOIN	Cytochrome P450 2C8
TRETINOIN	Cytochrome P450 2C9
TRETINOIN	Cytochrome P450 2A6
TRETINOIN	Cytochrome P450 2C18
TRETINOIN	Cytochrome P450 1A1
TRETINOIN	Cytochrome P450 4A11
TRETINOIN	UDP-glucuronosyltransferase 2B7
TRETINOIN	Cytochrome P450 2E1
TRETINOIN	Cytochrome P450 26A1
DOLASETRON	Cytochrome P450 2C9
DOLASETRON	Cytochrome P450 3A4
DOLASETRON	Cytochrome P450 2D6
CLOPIDOGREL	Cytochrome P450 2C9
CLOPIDOGREL	Cytochrome P450 1A2
CLOPIDOGREL	Cytochrome P450 2C8
CLOPIDOGREL	Liver carboxylesterase 1
CLOPIDOGREL	Cytochrome P450 3A4
CLOPIDOGREL	Cytochrome P450 2B6
CLOPIDOGREL	Cytochrome P450 3A5
CLOPIDOGREL	Cytochrome P450 2C19
TETRACYCLINE	Cytochrome P450 3A4
MEROPENEM	Beta-lactamase OXA-10
MEROPENEM	Dipeptidase 1
IRINOTECAN	Cytochrome P450 3A4
IRINOTECAN	Cytochrome P450 3A5
IRINOTECAN	Cytochrome P450 2B6
IRINOTECAN	Cytochrome P450 3A7
IRINOTECAN	UDP-glucuronosyltransferase 1-1
IRINOTECAN	UDP-glucuronosyltransferase 1-9
IRINOTECAN	Liver carboxylesterase 1
IRINOTECAN	Cocaine esterase
IRINOTECAN	Cholinesterase
METHIMAZOLE	Cytochrome P450 1A2
METHIMAZOLE	Cytochrome P450 2A6
METHIMAZOLE	Cytochrome P450 2B6
METHIMAZOLE	Cytochrome P450 2C19
METHIMAZOLE	Cytochrome P450 2C9
METHIMAZOLE	Cytochrome P450 2D6
METHIMAZOLE	Cytochrome P450 2E1
METHIMAZOLE	Cytochrome P450 3A4
METHIMAZOLE	Dimethylaniline monooxygenase [N-oxide-forming] 3
MOMETASONE	Cytochrome P450 2C8
MOMETASONE	Cytochrome P450 3A4
MOMETASONE	Cytochrome P450 3A5
OLOPATADINE	Cytochrome P450 3A4
OLOPATADINE	Dimethylaniline monooxygenase [N-oxide-forming] 1
OLOPATADINE	Dimethylaniline monooxygenase [N-oxide-forming] 3
HYDROCORTAMATE	Cytochrome P450 3A4
ALPROSTADIL	15-hydroxyprostaglandin dehydrogenase [NAD(+)]
MALATHION	Cytochrome P450 1A2
MALATHION	Cytochrome P450 2B6
ETOPOSIDE	Cytochrome P450 1A2
ETOPOSIDE	Cytochrome P450 2E1
ETOPOSIDE	Cytochrome P450 3A5
ETOPOSIDE	UDP-glucuronosyltransferase 1-1
ETOPOSIDE	Glutathione S-transferase theta-1
ETOPOSIDE	Glutathione S-transferase P
ETOPOSIDE	Prostaglandin G/H synthase 2
ETOPOSIDE	Prostaglandin G/H synthase 1
ETOPOSIDE	Cytochrome P450 3A4
OXCARBAZEPINE	Aldo-keto reductase family 1 member C1
OXCARBAZEPINE	Aldo-keto reductase family 1 member C2
OXCARBAZEPINE	Aldo-keto reductase family 1 member C3
OXCARBAZEPINE	Aldo-keto reductase family 1 member C4
OXCARBAZEPINE	Carbonyl reductase [NADPH] 1
OXCARBAZEPINE	Carbonyl reductase [NADPH] 3
OXCARBAZEPINE	Cytochrome P450 2C19
OXCARBAZEPINE	Cytochrome P450 3A4
OXCARBAZEPINE	Cytochrome P450 3A5
ROXITHROMYCIN	Cytochrome P450 2B6
ROXITHROMYCIN	Cytochrome P450 3A4
NALIDIXIC ACID	Tryptophan 2,3-dioxygenase
NALIDIXIC ACID	Cytochrome P450 1A2
PHENELZINE	Cytochrome P450 2C19
PHENELZINE	Cytochrome P450 2C8
PHENELZINE	Cytochrome P450 3A4
PHENELZINE	Cytochrome P450 3A5
PHENELZINE	Cytochrome P450 3A7
PHENELZINE	Cytochrome P450 2D6
PHENELZINE	Cytochrome P450 3A Subfamily
PHENELZINE	Amine oxidase [flavin-containing] A
PHENELZINE	Amine oxidase [flavin-containing] B
PHENELZINE	Cytochrome P450 2E1
ESTRADIOL	Cytochrome P450 3A4
ESTRADIOL	Cytochrome P450 1A2
ESTRADIOL	Cytochrome P450 3A5
ESTRADIOL	Cytochrome P450 3A7
ESTRADIOL	UDP-glucuronosyltransferase 1-1
ESTRADIOL	Cytochrome P450 1A1
ESTRADIOL	Cytochrome P450 1B1
ESTRADIOL	Cytochrome P450 2C19
ESTRADIOL	Cytochrome P450 2C8
ESTRADIOL	Cytochrome P450 2C9
ESTRADIOL	UDP-glucuronosyltransferase 2B15
ESTRADIOL	Catechol O-methyltransferase
ESTRADIOL	UDP-glucuronosyltransferases (UGTs)
ESTRADIOL	Cytochrome P450 19A1
MEFENAMIC ACID	Cytochrome P450 2C9
MEFENAMIC ACID	Cytochrome P450 1A2
MEFENAMIC ACID	UDP-glucuronosyltransferase 1-9
MEFENAMIC ACID	UDP-glucuronosyltransferase 2B7
MEFENAMIC ACID	Cytochrome P450 2C8
ACYCLOVIR	Thymidine kinase
ACYCLOVIR	Guanylate kinase
ACYCLOVIR	Nucleoside diphosphokinase
ACYCLOVIR	Pyruvate Kinases
ACYCLOVIR	Creatine Kinases
ACYCLOVIR	Phosphoglycerate Kinases
ACYCLOVIR	Succinyl-CoA Synthetases
ACYCLOVIR	Phosphoenolpyruvate Carboxykinases
ACYCLOVIR	Adenylosuccinate Synthetases
NAPROXEN	Cytochrome P450 2C8
NAPROXEN	UDP-glucuronosyltransferase 2B7
NAPROXEN	UDP-glucuronosyltransferase 1-3
NAPROXEN	UDP-glucuronosyltransferase 1-6
NAPROXEN	UDP-glucuronosyltransferase 1-7
NAPROXEN	UDP-glucuronosyltransferase 1-8
NAPROXEN	UDP-glucuronosyltransferase 1-9
NAPROXEN	UDP-glucuronosyltransferase 1-10
NAPROXEN	Cytochrome P450 2C9
NAPROXEN	Cytochrome P450 1A2
PERINDOPRIL	Cholinesterase
TRIPELENNAMINE	Cytochrome P450 2D6
PRIMIDONE	Cytochrome P450 2C9
PRIMIDONE	Cytochrome P450 2C19
PRIMIDONE	Cytochrome P450 2E1
PRIMIDONE	Cytochrome P450 3A4
PRIMIDONE	Cytochrome P450 1A2
PRIMIDONE	UDP-glucuronosyltransferases (UGTs)
CANDESARTAN CILEXETIL	Cytochrome P450 2C9
CANDESARTAN CILEXETIL	Cytochrome P450 2C8
CANDESARTAN CILEXETIL	UDP-glucuronosyltransferase 1-3
CANDESARTAN CILEXETIL	Prostaglandin G/H synthase 1
TAZAROTENE	Cytochrome P450 2C8
ALFENTANIL	Cytochrome P450 3A4
ALFENTANIL	Cytochrome P450 3A5
ALFENTANIL	Cytochrome P450 3A7
MINAPRINE	Cytochrome P450 2D6
PENTOXIFYLLINE	Cytochrome P450 1A2
INDAPAMIDE	Cytochrome P450 3A4
INDAPAMIDE	Epoxide hydrolase 1
BIPERIDEN	Cytochrome P450 2D6
RIBAVIRIN	Cytosolic purine 5'-nucleotidase
RIBAVIRIN	Adenosine kinase
PHENYLBUTAZONE	Cytochrome P450 3A4
PHENYLBUTAZONE	Cytochrome P450 2C9
FENTANYL	Cytochrome P450 3A4
FENTANYL	Cytochrome P450 3A7
MELOXICAM	6-phosphogluconate dehydrogenase, decarboxylating
MELOXICAM	Cytochrome P450 2C8
MELOXICAM	Cytochrome P450 2C9
MELOXICAM	Cytochrome P450 3A4
ROSOXACIN	Cytochrome P450 1A2
PROPOFOL	Cytochrome P450 2C9
PROPOFOL	Cytochrome P450 2B6
PROPOFOL	UDP-glucuronosyltransferase 1-8
PROPOFOL	UDP-glucuronosyltransferase 1-9
PROPOFOL	UDP-glucuronosyltransferase 1-1
PROPOFOL	Fatty-acid amide hydrolase 1
PROPOFOL	Cytochrome P450 2E1
PROPOFOL	Cytochrome P450 1B1
PROPOFOL	Cytochrome P450 1A1
PROPOFOL	Cytochrome P450 1A2
PROPOFOL	Cytochrome P450 2C18
PROPOFOL	Cytochrome P450 2C19
PROPOFOL	Cytochrome P450 2C8
PROPOFOL	UDP-glucuronosyltransferase 1-6
ACETAZOLAMIDE	Cytochrome P450 3A4
TADALAFIL	Cytochrome P450 3A4
DISULFIRAM	Cytochrome P450 3A4
DISULFIRAM	Cytochrome P450 3A5
DISULFIRAM	Cytochrome P450 2E1
ETHYNODIOL DIACETATE	Cytochrome P450 3A4
LEVOMENTHOL	Cytochrome P450 3A4
CINOXACIN	Cytochrome P450 1A2
DIAZEPAM	Cytochrome P450 2C9
DIAZEPAM	Cytochrome P450 3A7
DIAZEPAM	Cytochrome P450 3A4
DIAZEPAM	Cytochrome P450 2C19
DIAZEPAM	Cytochrome P450 3A5
DIAZEPAM	Cytochrome P450 2B6
DIAZEPAM	Prostaglandin G/H synthase 1
DIAZEPAM	Cytochrome P450 2C18
DIAZEPAM	Cytochrome P450 2C8
TRIFLUOPERAZINE	Xanthine dehydrogenase/oxidase
TRIFLUOPERAZINE	UDP-glucuronosyltransferase 1-4
TRIFLUOPERAZINE	Cytochrome P450 1A2
CEFACLOR	Myeloperoxidase
MIFEPRISTONE	Cytochrome P450 2D6
MIFEPRISTONE	Cytochrome P450 2C8
MIFEPRISTONE	Cytochrome P450 2C9
MIFEPRISTONE	Cytochrome P450 3A4
MIFEPRISTONE	Cytochrome P450 3A5
LOPERAMIDE	Cytochrome P450 3A4
LOPERAMIDE	Cytochrome P450 2C8
LOPERAMIDE	Cytochrome P450 2B6
LOPERAMIDE	Cytochrome P450 2D6
TOLAZAMIDE	Cytochrome P450 2C9
DOBUTAMINE	Catechol O-methyltransferase
OXAZEPAM	UDP-glucuronosyltransferase 2B15
OXAZEPAM	UDP-glucuronosyltransferase 2B7
OXAZEPAM	UDP-glucuronosyltransferase 1-9
DONEPEZIL	Cytochrome P450 2D6
DONEPEZIL	Cytochrome P450 3A4
DONEPEZIL	Cytochrome P450 2C9
CLOFAZIMINE	Cytochrome P450 3A4
CLOFAZIMINE	Cytochrome P450 3A5
CLOFAZIMINE	Cytochrome P450 2C8
CLOFAZIMINE	Cytochrome P450 2D6
FLURANDRENOLIDE	Cytochrome P450 3A4
CYSTEAMINE	Myeloperoxidase
METHYLPHENOBARBITAL	Cytochrome P450 2C19
METHYLPHENOBARBITAL	Cytochrome P450 2B6
PERPHENAZINE	Cytochrome P450 1A2
PERPHENAZINE	Cytochrome P450 2C18
PERPHENAZINE	Cytochrome P450 2C19
PERPHENAZINE	Cytochrome P450 2C8
PERPHENAZINE	Cytochrome P450 2C9
PERPHENAZINE	Cytochrome P450 3A4
PERPHENAZINE	Cytochrome P450 2D6
DACARBAZINE	Cytochrome P450 1A1
DACARBAZINE	Cytochrome P450 1A2
DACARBAZINE	Cytochrome P450 2E1
PSEUDOEPHEDRINE	Amine oxidase [flavin-containing] A
CHLORPHENESIN	Cytochrome P450 19A1
CHLORPHENESIN	Cytochrome P450 3A4
CHLORPHENESIN	Xanthine dehydrogenase/oxidase
CHLORPHENESIN	Prostaglandin G/H synthase 2
CHLORPHENESIN	Cholinesterase
TERBINAFINE	Prostaglandin G/H synthase 1
TERBINAFINE	Cytochrome P450 2D6
TERBINAFINE	Cytochrome P450 2C9
TERBINAFINE	Cytochrome P450 1A2
TERBINAFINE	Cytochrome P450 3A4
TERBINAFINE	Cytochrome P450 2C8
TERBINAFINE	Cytochrome P450 2C19
DROSTANOLONE	Cytochrome P450 19A1
PREDNISOLONE	Cytochrome P450 3A4
DIFLUNISAL	UDP-glucuronosyltransferase 1-8
DIFLUNISAL	UDP-glucuronosyltransferase 1-9
VARDENAFIL	Cytochrome P450 3A4
VARDENAFIL	Cytochrome P450 3A5
VARDENAFIL	Cytochrome P450 2C9
VARDENAFIL	Cytochrome P450 2C8
VARDENAFIL	Cytochrome P450 2C19
VARDENAFIL	Cytochrome P450 2D6
RANITIDINE	Cytochrome P450 3A4
RANITIDINE	Acetylcholinesterase
RANITIDINE	Cytochrome P450 1A2
RANITIDINE	Cytochrome P450 2D6
TACROLIMUS	Cytochrome P450 3A4
TACROLIMUS	Cytochrome P450 3A5
BENZPHETAMINE	Cytochrome P450 3A4
BENZPHETAMINE	Cytochrome P450 2B6
BENZPHETAMINE	NADPH--cytochrome P450 reductase
ALPRENOLOL	Cytochrome P450 2D6
RITODRINE	6-phosphogluconate dehydrogenase, decarboxylating
RITODRINE	Sulfotransferase 1A1
RITODRINE	Sulfotransferase 1A3/1A4
RITODRINE	Sulfotransferase
RITODRINE	Sulfotransferase 1C4
BENZONATATE	Cholinesterase
DORZOLAMIDE	Cytochrome P450 2C9
DORZOLAMIDE	Cytochrome P450 2B1
DORZOLAMIDE	Cytochrome P450 2E1
DORZOLAMIDE	Cytochrome P450 3A2
SUPROFEN	UDP-glucuronosyltransferase 1-1
SUPROFEN	UDP-glucuronosyltransferase 2B7
SUPROFEN	Cytochrome P450 2C9
TERBUTALINE	Sulfotransferase
TERBUTALINE	UDP-glucuronosyltransferases (UGTs)
TERBUTALINE	Cholinesterase
CONIVAPTAN	Cytochrome P450 3A4
LOTEPREDNOL ETABONATE	Cytochrome P450 3A4
LOTEPREDNOL ETABONATE	Serum paraoxonase/arylesterase 1
FLUPENTIXOL	Liver carboxylesterase 1
FLUPENTIXOL	Aromatic-L-amino-acid decarboxylase
SIROLIMUS	Cytochrome P450 3A4
SIROLIMUS	Cytochrome P450 3A5
SIROLIMUS	Cytochrome P450 3A7
EMTRICITABINE	Deoxycytidine kinase
QUINAPRIL	Liver carboxylesterase 1
CLOMIFENE	Steroid 17-alpha-hydroxylase/17,20 lyase
ISOSORBIDE DINITRATE	Cytochrome P450 2E1
RISEDRONIC ACID	Prostaglandin G/H synthase 2
BUMETANIDE	Prostaglandin G/H synthase 2
MECHLORETHAMINE	Cholinesterase
GRANISETRON	Cytochrome P450 3A4
GRANISETRON	Cytochrome P450 1A1
SULFAPYRIDINE	Cytochrome P450 2C9
OXYBUPROCAINE	Cholinesterase
RIMEXOLONE	Cytochrome P450 3A4
RIMEXOLONE	Cytochrome P450 3A5
TRIAZOLAM	Cytochrome P450 3A7
TRIAZOLAM	Cytochrome P450 3A4
TRIAZOLAM	Cytochrome P450 2C8
TRIAZOLAM	Cytochrome P450 3A5
ETHANOL	Cytochrome P450 1A1
ETHANOL	Cytochrome P450 1A2
ETHANOL	Cytochrome P450 2B6
ETHANOL	Cytochrome P450 2C9
ETHANOL	Cytochrome P450 2C19
ETHANOL	Cytochrome P450 2E1
ETHANOL	Cytochrome P450 3A4
ETHANOL	Cytochrome P450 4A11
ETHANOL	Alcohol dehydrogenase 1A
ETHANOL	Alcohol dehydrogenase 1B
ETHANOL	Alcohol dehydrogenase 1C
ETHANOL	Alcohol dehydrogenase class-3
ETHANOL	Alcohol dehydrogenase 4
ETHANOL	Alcohol dehydrogenase class 4 mu/sigma chain
ETHANOL	Alcohol dehydrogenase 6
ETHANOL	Alcohol dehydrogenase [NADP(+)]
ETACRYNIC ACID	Glutathione S-transferase A2
ONDANSETRON	Cytochrome P450 3A4
ONDANSETRON	Cytochrome P450 1A2
ONDANSETRON	Cytochrome P450 2D6
ONDANSETRON	Cytochrome P450 3A5
ONDANSETRON	Cytochrome P450 3A7
ONDANSETRON	Cytochrome P450 2C9
ONDANSETRON	Cytochrome P450 2E1
BIMATOPROST	Cytochrome P450 3A4
BIMATOPROST	Cytochrome P450 3A5
TIAGABINE	UDP-glucuronosyltransferase 1-1
TIAGABINE	Cytochrome P450 3A4
COCAINE	Cytochrome P450 3A4
COCAINE	Cytochrome P450 2D6
COCAINE	Cytochrome P450 2C8
COCAINE	Cholinesterase
COCAINE	Liver carboxylesterase 1
QUINIDINE	Cytochrome P450 3A4
QUINIDINE	Cytochrome P450 3A7
